SITE_ID,VISIT_NO,PH_LAB,COND,ANC,TURB,DOC,NH4N_PPM,NO3_NO2,NO3N_PPM,NTL,PTL,CHLA,CL_PPM,SO4_PPM,CA_PPM,MG_PPM,NA_PPM,K_PPM,COLOR,SIO2,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM
NLA06608-0126,1,8.96,1482,8389.61,46.8,31.03,0.054,0.005,0.005,5.728,502,228.24,22.886,376.354,36.92,83.66,156.1,31.1,45,27.162,16314.58,16870.82,16311.93,0.17,NA
NLA06608-0126,2,9.14,1485,8111.2,49.2,35.48,0.033,0.005,0,7.038,605,344.52,25.564,393.976,36.51,85.12,174.9,36.8,40,31.697,17376.6,17034.84,17375.15,NA,NA
NLA06608-0127,1,9.01,508,5466.23,1.98,11,0.034,0.005,0.005,0.641,19,5.92,12.241,4.799,16.06,33.65,50.85,4.415,17,12.522,5896.76,5911.42,5895.16,2.2,NA
NLA06608-0128,1,8.42,517.7,2798.21,21.9,15.87,0.22,0.011,0.005,1.356,76,0.455,5.067,101.918,15.7,10.41,72.32,6.719,34,2.137,4971.53,5063.07,4957.64,0.85,NA
NLA06608-0128,2,9.74,613.5,4159.75,26,18.94,0.033,0,0,3.963,549,229.68,7.068,91.101,20.72,11.69,97.17,8.638,40,2.73,6443.94,6255.83,6443.47,NA,NA
NLA06608-0129,1,8.36,248.8,2581.42,3.09,2.6,0.004,0,0,0.139,4,0.358,0.674,3.124,31.79,10.26,2.111,1.409,0,14.126,2558.71,2665.48,2558.46,NA,NA
NLA06608-0129,2,8.37,248.7,2554.36,1.12,2.64,0.005,0,0,0.176,1,0.612,0.666,3.549,31.27,10.81,2.31,1.544,3,13.645,2590.2,2647.04,2589.88,NA,NA
NLA06608-0130,1,8.41,159.2,1233.87,1.97,10.24,0.031,1.243,1.219,2.234,36,12.912,5.438,6.338,17.65,3.238,9.785,2.864,28,17.526,1648.02,1606.24,1646.06,1.63,NA
NLA06608-0132,1,8.53,352.2,3341.56,6.4,5.96,0.016,0.005,0.005,0.466,56,8.107,7.31,10.525,41.06,12,18.6,3.514,5,14.658,3936.26,3766.88,3935.28,1.35,NA
NLA06608-0134,1,7.17,57.55,202.3,0.468,2.21,0.005,0.005,0.005,0.156,4,1.576,6.872,4.791,3.765,1.189,3.731,0.699,0,0.557,466.59,495.95,465.88,7.6,NA
NLA06608-0137,1,7.53,55.59,431.22,0.43,0.9,0.005,0.005,0.005,0.082,3,1.326,0.153,3.354,7.303,0.592,1.477,0.463,9,4.471,489.6,505.4,489.22,9.9,NA
NLA06608-0139,1,8.53,496.6,3840.27,2.59,8.21,0.05,0.005,0.005,0.763,33,12.8,25.271,34.491,54.76,23.13,9.801,1.686,16,23.459,5108.34,5271.17,5105.29,1.35,NA
NLA06608-0140,1,8.49,276.7,2583.71,18.6,7.53,0.036,0.012,0.005,1.158,173,52.56,5.558,9.872,30.38,7.933,10.79,5.708,20,4.649,2786.31,2946.02,2784.08,0.53,NA
NLA06608-0141,1,8.1,214.6,1406.78,9.66,3.4,0.058,0.134,0.103,0.975,73,110.16,17.002,5.998,26.11,4.721,5.326,2.197,9,12.614,1983.13,2018.58,1979.23,0.52,NA
NLA06608-0142,1,6.83,101.8,901.61,0.622,3.84,0.005,0.005,0.005,0.293,7,1.364,1.602,2.799,12.53,3.394,1.767,0.554,9,13.051,995.92,1005.22,995.56,4.7,NA
NLA06608-0144,1,7.74,405.8,2717.4,4.78,6.29,0.015,0.005,0.005,0.898,69,22.248,23.781,31.248,38.79,11.4,17.42,8.908,22,8.866,3860.33,4038.77,3859.27,0.96,NA
NLA06608-0144,2,7.83,433.3,2854.21,20.3,5.81,0.034,0.203,0.291,0.751,68,5.832,25.18,32.165,41.52,11.89,18.64,9.812,14,9.734,4114.37,4254.9,4112.01,0.5,NA
NLA06608-0148,1,8.33,251.6,1902.48,1.5,3.57,0.011,0.005,0.005,0.342,16,1.866,11.634,15.751,27.3,9.562,6.968,1.525,0,2.36,2491.92,2558.57,2491.2,2.8,NA
NLA06608-0149,1,7.83,118,532.15,1.12,3.49,0.016,0.005,0.005,0.22,12,4.18,11.707,8.59,12.37,1.624,4.745,1.141,5,0.242,987.6,1041.22,986.48,2.3,NA
NLA06608-0150,1,8.6,103.7,777.6,3.05,4.27,0.012,0.005,0.005,0.366,16,8.224,5.106,4.234,12.46,2.405,3.269,0.742,12,1.8,981.54,1009.77,980.83,1.97,NA
NLA06608-0152,1,8.55,473.6,3296.96,4.44,5.35,0.014,0.005,0.005,0.521,21,5.2,35.531,31.717,31.11,26.94,17.7,3.838,13,6.013,4638.15,4959.5,4637.3,1.2,NA
NLA06608-0153,1,7.61,95.33,736.23,4.09,2.91,0.048,0.005,0.005,0.656,34,10.4,3.289,3.127,7.456,2.761,4.911,2.534,18,19.795,881.06,894.13,877.68,1.68,NA
NLA06608-0155,1,8.81,937.5,3833.35,10.3,11.98,0.02,0.005,0.005,1.52,114,79.8,157.085,44.104,54.01,28.44,81.9,3.218,33,7.28,8681.21,9182.34,8680.13,0.87,NA
NLA06608-0158,1,7.74,72.24,595.53,1.52,3.81,0.028,0.005,0.005,0.651,16,3.136,2.311,1.106,7.485,2.541,1.967,0.589,6,2.128,685.18,684.04,683.22,5.58,NA
NLA06608-0161,1,8.28,768.1,1494.08,3.56,10.72,0.014,0.005,0.005,1.069,30,39,168.576,30.31,47.61,8.717,75.13,4.169,24,1.912,6468.57,6879.99,6467.65,0.65,NA
NLA06608-0162,1,6.15,51.8,25.33,1.12,5.03,0.005,0.014,0.005,0.244,14,2.56,9.472,3.542,1.563,0.364,6.241,0.391,20,0.903,390.77,367.38,389.42,2.15,NA
NLA06608-0167,1,9.75,1523,4186.27,193,27.33,0.069,0.005,0.005,15.625,1184,936,338.262,25.129,19.15,24.64,233.3,16.47,35,29.586,13553.69,14250.47,13552.4,0.1,NA
NLA06608-0167,2,8.51,1469,4566.54,122,19.09,2.351,0.053,0.263,14.538,1076,593.28,312.592,21.201,21.59,26.8,228.6,17.12,35,33.966,13813.17,13843.7,13664.08,NA,NA
NLA06608-0168,1,8.21,211.5,1853.44,16.9,6.56,0.005,0.005,0.005,0.866,61,21.76,2.03,8.509,34.28,3.272,2.764,2.695,29,2.92,2169.31,2087.86,2168.97,0.4,NA
NLA06608-0169,1,8.68,193.7,1973.02,1.14,2.95,0.017,0.003,0,0.281,25,3.291,2.667,2.169,22.16,8.129,3.846,1.691,4,24.814,1986.06,2093.41,1985.24,NA,NA
NLA06608-0169,2,8.45,215.9,2088.73,9.32,2.32,0.016,0.005,0.005,0.726,95,26.352,3.065,2.825,24.73,8.188,4.311,1.846,11,31.381,2143.54,2234,2142.53,1.65,NA
NLA06608-0170,1,8.62,239.1,2069.18,0.75,6.94,0.026,0.005,0.005,0.78,8,1.435,7.161,5.039,21.32,13.96,2.274,0.667,0,7.732,2330.12,2376.08,2328.58,NA,Y
NLA06608-0173,1,8.31,3526,2278.53,26.8,12.72,0.024,0.005,0.005,2.218,57,70.4,536.409,914.254,112.1,101.9,446.5,12.93,6,6.344,33732.88,36443.26,33731.33,0.22,NA
NLA06608-0174,1,8.88,642,5940.49,2.22,8.82,0.018,0.005,0.005,1.002,19,6.752,7.937,75.092,19.52,69.96,18.16,10.76,4,3.134,7796.97,7727.78,7796.04,1.7,NA
NLA06608-0174,2,8.88,663.2,6004.94,1.68,8.77,0.01,0.005,0,0.786,12,5.76,7.718,72.354,20.43,71.5,16.6,11.56,5,3.749,7921.39,7729.05,7920.77,NA,NA
NLA06608-0175,1,8.47,365.2,2808.12,5.18,4,0.01,0.005,0.005,0.698,55,19.68,20.337,16.333,32.55,19.08,9.023,3.523,8,1.198,3677.51,3721.8,3676.89,0.91,NA
NLA06608-0176,1,7.29,509.7,4900.48,25.6,5.64,0.174,0.035,0.162,0.848,207,25.76,7.336,11.002,54.8,20.49,14.37,4.206,12,16.938,5165.59,5348.08,5153.24,0.29,NA
NLA06608-0177,1,7.69,56.16,443.56,1.28,3.59,0.012,0.013,0.005,0.177,6,3.576,0.498,3.681,6.81,2.04,0.635,0.37,19,2.16,545.63,534.77,544.77,2.75,NA
NLA06608-0179,1,8.29,12710,3501.19,11.7,55.21,0.115,0.005,0.005,5.181,209,18.4,510.753,7547.568,298.4,370.9,2510,47.61,17,0.025,155814.97,175047.86,155807.48,0.57,NA
NLA06608-0179,2,8.56,16930,4387.66,18.1,78.53,0.117,0.008,0,7.522,272,131.04,750.537,10262.755,380.7,527.8,3717,67.79,40,0.06,225850.23,239227.87,225842.99,NA,NA
NLA06608-0180,1,8.56,285.3,2539.18,33.1,5.9,0.015,0.005,0.005,0.721,61,30.615,10.374,7.519,27.78,5.422,21.33,4.689,31,9.235,2881.03,2988.34,2880.12,0.24,NA
NLA06608-0181,1,8.54,303.3,2707.13,0.58,5.06,0.005,0.005,0.005,0.514,6,1.381,5.329,6.262,24.04,3.514,30.91,4.633,6,0.456,2952.25,2987.82,2951.76,7,NA
NLA06608-0183,1,8.04,244.7,2076.36,7.83,3.73,0.01,0.005,0.005,0.907,68,30.096,12.418,4.421,25.55,10.43,5.282,1.215,8,16.98,2394.72,2518.68,2394.04,1.1,NA
NLA06608-0184,1,8.2,446.6,2997.67,16.9,4.65,0.017,0.005,0.005,1.049,100,40.752,31.694,40.273,50.63,10.08,21.69,3.228,15,7.917,4383.06,4730.12,4381.92,0.35,NA
NLA06608-0185,1,7.24,123.6,186.16,1.14,4.01,0.005,0.005,0.005,0.284,9,3.128,26.931,3.321,5.539,1.247,16.05,0.448,15,1.377,1088.94,1014.98,1088.6,NA,Y
NLA06608-0189,1,7.46,396.7,2582.81,20.2,3.81,0.039,0.147,0.188,0.871,77,32.256,21.55,34.47,53.89,7.232,13,2.408,11,1.776,3914.05,3921.77,3911.28,0.38,NA
NLA06608-0189,2,8.42,440.2,2833.52,14.2,4.09,0.021,0,0,0.678,72,66.24,30.258,36.47,55.95,7.515,14.77,2.435,12,6.207,4116.43,4446.29,4115.04,NA,NA
NLA06608-0190,1,7.8,76.11,724.37,1.16,10.52,0.005,0.005,0.005,0.666,16,5.168,0.172,0.265,9.422,2.969,0.51,0.902,11,0.496,760.23,734.75,759.72,2.45,NA
NLA06608-0191,1,7.07,16.32,105.44,0.793,1.05,0.005,0.005,0.005,0.048,1,1.129,0.919,0.765,1.107,0.399,0.89,0.331,0,5.914,135.55,147.37,135.25,6.9,NA
NLA06608-0193,1,7.68,52.98,414.84,2.18,1.07,0.013,0.051,0.071,0.071,3,0.302,0.496,3.493,7.5,0.922,0.805,0.383,7,4.983,495.86,506.64,494.93,NA,Y
NLA06608-0195,1,8.43,1120,3927.08,10.3,16.66,0.034,0.005,0.005,1.955,447,15.552,13.654,373.769,60.6,64.11,83.18,15.8,37,10.234,12323.81,12094.08,12321.67,0.83,NA
NLA06608-0196,1,8.67,170.3,1091.58,11.4,6.35,0.02,0.005,0.005,1.25,94,31.4,8.715,12.067,15.29,4.532,5.368,5.746,19,0.946,1517.52,1588.63,1516.36,0.83,NA
NLA06608-0198,1,6.85,106.3,67.25,2.06,1.99,0.011,0.005,0.005,0.353,25,10.672,21.679,7.44,1.938,1.634,12.39,0.905,4,4.677,794.17,833.77,793.25,2.1,NA
NLA06608-0201,1,7.32,27.1,226.74,1.03,1.47,0.005,0.005,0.005,0.04,3,0.797,0.274,0.312,2.459,0.586,1.167,0.506,0,12.94,234.89,241.01,234.63,7.75,NA
NLA06608-0203,1,7.42,55.09,282.84,1.15,1.71,0.005,0.126,0.113,0.239,1,0.772,2.209,6.038,4.187,1.844,1.551,1.491,2,3.457,466.73,478.96,466.27,4.48,NA
NLA06608-0204,1,8.58,421.6,3494.32,22.4,7.26,0.133,0.074,0.153,1.355,125,68.85,19.306,16.112,16.31,22.65,31.98,5.486,17,2.965,4217.04,4385.24,4209.06,0.4,NA
NLA06608-0207,1,7.37,45.16,223.47,2.07,4.15,0.01,0.005,0.005,0.384,14,6.518,3.39,3.25,2.15,1.112,2.647,2.334,2,1.081,374.37,386.8,373.62,2.1,NA
NLA06608-0207,2,7.24,46.38,220.33,2.22,3.96,0.009,0,0,0.359,17,9.024,3.419,3.062,2.111,1.121,2.769,2.667,8,2.322,386.97,380.61,386.24,NA,NA
NLA06608-0208,1,6.72,124.9,857.08,20.7,5.12,0.191,0.036,0.054,1.687,162,65.6,7.438,1.801,7.076,3.867,7.252,3.167,8,15.473,1081.54,1108.42,1067.75,0.28,NA
NLA06608-0209,1,8.09,107.9,821.18,0.597,2.65,0.019,0.026,0.058,0.205,4,2.408,3.355,6.428,9.727,3.604,4.443,0.955,5,6.386,1000.91,1053.79,999.63,7.1,NA
NLA06608-0209,2,8.08,106.7,851.07,0.61,2.51,0.006,0,0,0.238,5,4.176,3.37,6.342,10.19,3.777,4.756,0.975,4,7.331,1051.36,1078.17,1051.09,NA,NA
NLA06608-0211,1,8.99,326.6,3256.16,3.45,16.91,0.277,0.005,0.005,1.34,42,9.067,4.04,21.463,18.9,31.58,4.082,3.101,26,12.132,3811.91,3816.97,3798.64,NA,Y
NLA06608-0212,1,7.81,130.6,601.79,2.53,3,0.012,0.005,0.005,0.088,8,4.36,4.502,22.508,11.88,4.293,4.11,1.32,3,5.685,1159.46,1197.41,1158.61,2.1,NA
NLA06608-0215,1,8.36,389.1,3368.34,15.6,7.95,0.114,0.013,0.005,1.463,83,58.464,15.677,15.209,32.57,24.93,5.324,3.052,14,15.344,3993.63,4127.61,3986.32,0.68,NA
NLA06608-0216,1,8.48,329.7,2846.44,30,10.93,0.117,0.548,0.582,1.367,619,19.2,4.062,25.399,34.1,17.02,18.91,9.06,30,4.839,4163.65,3531.37,4156.4,0.35,NA
NLA06608-0217,1,7.71,78.24,507.45,5.7,7.1,0.021,0.005,0.005,0.508,6,17.6,4.526,3.571,5.29,2.325,4.64,2.018,12,9.935,710.21,709.48,708.73,1.13,NA
NLA06608-0219,1,8.59,383.9,2458.9,22.1,10.91,0.024,0.266,0.303,1.826,36,55.584,23.274,39.362,36.37,16.18,8.209,3.543,31,4.274,3595.41,3956.52,3593.97,0.35,NA
NLA06608-0220,1,9.36,1376,13544.97,168,114.54,0.096,0.005,0.005,22.613,872,871.2,21.81,1.359,10.01,14.81,175.8,162.2,62,63.563,13516.78,14188.44,13513.59,0.1,NA
NLA06608-0221,1,7.98,190.7,1777.44,11.2,6.11,0.026,0.005,0.005,0.594,38,31.68,5.587,1.305,33.07,0.988,3.214,0.769,26,6.679,1892.75,1962.21,1890.96,0.72,NA
NLA06608-0222,1,8.72,1705,8952.12,3.54,22.93,0.133,0.087,0.398,2.008,114,38.736,56.909,440.452,38.05,97.78,211,25.47,29,10.485,19781.77,19755.92,19774.25,0.48,NA
NLA06608-0223,1,7.68,81.15,602.81,7.01,3.09,0.017,0.005,0.005,0.569,45,21.92,5.178,1.788,5.98,2.299,4.5,2.21,0,12.821,741.05,786.11,739.85,1.38,NA
NLA06608-0223,2,7.64,89.63,684.27,8.65,3.35,0.009,0.001,0,0.713,43,50.112,5.493,1.467,6.571,2.652,5.373,2.589,8,17.846,846.75,869.81,846.05,NA,NA
NLA06608-0224,1,7.36,176.4,597.76,2.6,3.38,0.02,0.005,0.005,0.283,14,1.883,3.677,40.45,12.25,6.617,6.609,2.854,5,4.993,1517.7,1543.69,1516.25,1.93,NA
NLA06608-0224,2,7.69,175.5,618.91,1.91,3.62,0.01,0,0,0.375,8,2.996,3.82,41.185,11.98,7.078,7.154,3.161,0,6.92,1572.96,1584.14,1572.27,NA,NA
NLA06608-0225,1,8.48,345.9,3012.6,0.788,3,0.016,0,0,0.178,8,0.872,0.822,33.76,34.93,19.27,5.085,1.265,2,1.833,3583.19,3738.67,3582.24,NA,NA
NLA06608-0225,2,8.22,369.4,3045.41,1.61,3.2,0.078,0.005,0.005,0.506,46,1.668,0.956,32.888,35.12,20.62,5.858,1.585,4,4.036,3749.76,3757.11,3744.61,1.85,NA
NLA06608-0226,1,6.79,51.43,77.04,1.59,3.69,0.017,0.005,0.005,0.328,8,5.888,5.078,8.679,3.628,0.63,3.384,0.955,20,0.433,405.87,401.13,404.5,2.43,NA
NLA06608-0228,1,8.37,806.2,2994.18,0.942,5.25,0.055,0.006,0,0.411,25,1.952,20.839,233.648,70.32,25.57,55.36,4.601,6,3.237,8142.27,8446.52,8138.78,NA,NA
NLA06608-0228,2,7.9,851,3327.1,9.19,5.77,0.005,0.005,0.005,0.71,96,17.424,23.971,241.448,71.74,29.14,57.23,5.328,10,7.974,8603.97,9030.19,8603.34,0.65,NA
NLA06608-0229,1,6.8,38.96,98.69,0.97,4.23,0.016,0.005,0.005,0.219,4,3.6,3.894,4.052,2.785,0.521,2.645,0.358,9,2.903,307.35,293.05,306.05,3,NA
NLA06608-0234,1,8.14,271.5,1346.26,1.23,6.21,0.036,0.015,0.005,0.584,14,4.776,38.154,2.397,19.79,5.546,17.75,0.95,9,0.454,2242.68,2472.99,2240.27,3.3,NA
NLA06608-0235,1,8.51,443.2,3276.98,3.22,7.8,0.034,0.204,0.322,0.626,8,7.8,23.368,38.713,51.72,19.63,9.044,2.385,11,3.978,4652.63,4765.09,4650.53,1.65,NA
NLA06608-0237,1,8.63,642.8,5223.26,1.52,5.58,0.042,0.005,0.005,0.678,23,1.858,16.951,68.647,33.99,39.39,45.71,10.45,30,4.832,7195.45,7130.61,7192.98,NA,Y
NLA06608-0237,2,8.33,685.3,5565.21,1.23,6.25,0.129,0.005,0.005,0.588,25,4.233,17.86,67.286,32.28,40.41,43.99,10.61,21,15.634,7129.18,7469.87,7120.86,NA,Y
NLA06608-0238,1,8.48,224.1,2278.6,1.04,3.17,0.019,0.005,0.005,0.265,7,2.976,2.238,3.092,25.39,10.3,4.05,1.595,0,1.711,2332.67,2406.1,2331.49,3.9,NA
NLA06608-0239,1,8.1,194.4,1361.59,3.98,2.07,0.086,0.118,0.14,0.383,36,2.659,8.194,15.383,19.05,5.479,7.952,1.622,10,5.453,1794.61,1922.99,1788.83,1.9,NA
NLA06608-0240,1,8.57,552.7,3488.87,1.52,5.02,0.012,0.005,0.005,0.396,14,2.104,7.63,101.016,34.76,18.31,48.18,3.827,7,3.412,5435.54,5807.24,5434.81,3.05,NA
NLA06608-0241,1,8.3,825.5,5870.08,14.9,3.18,0.061,0.267,0.224,0.774,80,9.744,52.539,79.846,53.15,51.99,37.74,4.857,11,13.763,8700.13,9030.39,8696.16,0.35,NA
NLA06608-0242,1,6.78,61.6,142.7,1.5,4.74,0.011,0.005,0.005,0.3,20,2.872,7.813,5.814,3.117,1.243,4.973,0.818,30,0.645,496.01,484.29,495.06,2.6,NA
NLA06608-0243,1,8.52,658.1,3325.19,1.07,3.31,0.018,0.005,0.005,0.203,7,1.821,9.663,160.527,48.11,18.98,59.68,4.006,5,4.978,6662.02,6939.92,6660.91,3.89,NA
NLA06608-0244,1,8.18,4505,1988.59,3.64,4.66,0.005,0.005,0.005,0.436,15,6,1045.84,683.141,208.2,60.24,669.9,8.014,9,5.332,44690.57,45710.56,44690.23,1.03,NA
NLA06608-0245,1,9.12,373.6,2335.8,0.65,3.75,0.01,0.005,0.005,0.329,11,2.656,9.891,64.482,17.86,18.84,30.44,1.14,5,0.625,3795.18,3957.3,3794.74,5.15,NA
NLA06608-0247,1,8.55,1652,3287.15,7.24,12.69,0.092,0.005,0.005,1.625,202,55.8,24.039,767.756,138.9,111.6,54.79,19.27,14,3.68,18996.13,19949.88,18990.55,1.19,NA
NLA06608-0253,1,7.04,122.4,453.77,12,13.05,0.01,0.005,0.005,0.968,127,32.544,19.02,1.528,5.94,4.344,6.142,5.144,34,1.782,1053.39,1022.15,1052.59,0.83,NA
NLA06608-0254,1,8.74,1655,7569.95,10.3,16.3,0.028,0.005,0.005,2.816,175,49.6,46.31,475.762,53.11,92.73,167.7,23.27,16,24.951,18172.04,18781.54,18170.47,0.6,NA
NLA06608-0255,1,7.78,86.06,498.48,1.45,4.19,0.01,0.005,0.005,0.276,4,2.438,6.852,3.531,10.51,0.677,3.937,0.933,16,1.773,775.98,765.28,775.27,3.63,NA
NLA06608-0257,1,8.65,217.6,1905.97,0.784,1.67,0.013,0.005,0.005,0.079,1,1.147,1.552,15.867,29.81,7.596,1.82,0.43,7,3.695,2203.5,2280.1,2202.74,4.65,NA
NLA06608-0259,1,7.99,1154,5542.7,14.5,21.94,0.113,0.913,0.979,3.172,613,48.24,11.705,372.652,70.83,59.65,90.95,22.25,50,18.481,12975.78,13701.37,12968.08,0.55,NA
NLA06608-0260,1,8.22,203.4,1361.65,3.72,2.44,0.005,0.005,0.005,0.136,8,1.273,0.617,29.851,25.83,4.126,6.83,1.513,6,16.606,1964.62,2000.56,1964.22,3.7,NA
NLA06608-0268,1,7.64,182.7,1101.37,6.29,7.21,0.025,0.005,0.005,0.464,20,7.7,13.367,7.825,15.94,5.193,8.187,3.039,20,6.573,1658.34,1641.34,1656.57,1.05,NA
NLA06608-0271,1,8.36,418.1,3451.84,35.7,5.59,0.025,0.005,0.005,0.857,99,30.04,12.545,33.747,48.55,18.36,5.34,3.738,12,2.796,4262.94,4508.3,4261.34,0.38,NA
NLA06608-0275,1,8.82,4584,11891.12,11.2,26.13,0.156,0.37,0.209,3.084,331,6.72,218.033,1610.938,34.41,126,802,58.96,30,18.218,48486.79,51595.61,48478.43,0.75,NA
NLA06608-0276,1,5.96,33.9,127.99,0.354,2.02,0.014,0.005,0.018,0.254,7,1.978,0.333,2.277,3.323,0.314,1.534,1.093,4,5.335,288.43,187.17,286.34,7.4,NA
NLA06608-0277,1,8.54,471.3,3395.26,11.7,2.33,0.085,0.061,0.185,0.451,117,12.928,20.436,42.375,49.05,15.79,17.49,3.213,5,19.138,4595.05,4867.14,4589.87,0.55,NA
NLA06608-0279,1,8.65,313.3,2332.72,43.4,18.8,0.031,0.005,0.005,4.6,239,126.267,22.485,13.725,20.85,17.89,8.727,5.811,20,10.152,3042.59,3252.69,3040.78,0.25,NA
NLA06608-0280,1,7.65,111,729.71,5.39,15.41,0.038,0.005,0.005,1.229,81,20.952,8.5,3.251,6.71,1.652,11.87,2.804,121,4.179,1061.48,1037.17,1058.8,0.98,NA
NLA06608-0281,1,7.87,131,914.64,8.1,5.36,0.198,0.005,0.005,0.639,44,25.097,7.676,8.083,11.02,4.334,6.47,2.162,17,11.302,1256.9,1299.45,1243.26,0.73,NA
NLA06608-0283,1,8.08,382.9,1194.61,5.45,2.39,0.082,0.078,0.073,0.381,33,9.86,37.868,60.653,20.81,9.065,38.59,2.227,18,1.777,3525.42,3530.73,3519.89,0.54,NA
NLA06608-0284,1,8.23,869.2,4791.91,17.5,4.37,0.018,0.005,0.005,0.865,79,20.8,60.242,127.104,67.36,38.88,51.47,3.659,13,1.228,8894.22,9137.41,8893.03,0.46,NA
NLA06608-0285,1,7.91,151.3,667.15,11.6,3.67,0.091,2.981,2.827,4.222,138,35.28,13.037,5.817,9.86,3.858,7.841,2.961,15,13.849,1232.53,1357.82,1226.28,0.55,NA
NLA06608-0286,1,6.53,22.17,41.84,0.762,4.46,0.005,0.005,0.005,0.413,5,2.224,0.765,4.354,1.594,0.524,0.613,0.574,6,0.169,164.66,154.36,164,5.42,NA
NLA06608-0290,1,8.1,142,1404.88,46.7,5.54,0.03,0.02,0.005,0.273,178,4.304,1.081,1.739,12.19,4.8,7.9,2.261,7,24.313,1406.75,1471.58,1404.72,0.45,NA
NLA06608-0290,2,8.17,184.3,1770.03,196,5.94,0.023,0.25,0.286,1.316,573,20.4,1.421,2.65,14.76,5.882,10.79,3.078,29,36.639,1770.16,1885.71,1768.61,NA,NA
NLA06608-0291,1,8.64,496.1,3590.73,1.68,4.33,0.019,0.005,0.005,0.553,13,3.624,36.619,29.468,28.42,34.74,15.7,2.948,0,0.441,5036.27,5237.13,5035.16,3.65,NA
NLA06608-0293,1,8.65,340.5,1883.11,7.91,4.31,0.01,0.005,0.005,0.759,30,21.888,45.759,9.233,29.88,10.13,23.36,1.41,12,5.425,3377.34,3366.02,3376.76,1.2,NA
NLA06608-0294,1,8.4,310.7,2402.77,0.85,2.33,0.051,0.209,0.223,0.343,1,2.336,21.461,9.478,37.79,5.59,12.62,1.639,9,0.519,2939.81,3221.36,2936.57,5.05,NA
NLA06608-0295,1,8.65,1240,5969.45,10.5,17.18,0.389,0.043,0.259,2.026,242,5.733,15.036,398.1,61.27,101,51.69,26.56,15,31.698,14318.86,14700.49,14296.17,0.67,NA
NLA06608-0297,1,6.7,49.16,112.95,3.92,5.83,0.011,0.005,0.005,0.587,31,14.133,8.472,1.365,1.686,1.717,2.043,2.374,14,0.937,375.99,380.53,375,1.13,NA
NLA06608-0299,1,8.51,447.4,2929.12,2.12,8.07,0.046,0.074,0.169,0.915,18,3.776,38.01,27.86,43.22,16.15,20.89,2.57,16,1.7,4462.86,4593.34,4460.03,2.85,NA
NLA06608-0302,1,8.8,1383,10657.12,28.9,38.4,0.11,0.005,0.005,6.934,1871,203.76,68.424,162.411,93.4,73.97,32.53,125.6,50,31.177,15380.87,15968.49,15374.9,0.22,NA
NLA06608-0303,1,8.46,584,2362.13,8.94,6.45,0.057,0.293,0.349,1.523,79,84.24,55.069,85.524,48.79,16.4,39.2,7.269,15,1.346,5678.73,5720.94,5675.17,0.63,NA
NLA06608-0306,1,8.43,329.6,3413.54,96.3,9.64,0.16,0.067,0.195,1.525,271,38.733,3.189,3.274,24.2,10.21,23.09,5.448,19,39.42,3201.51,3585.58,3191.44,0.15,NA
NLA06608-0312,1,8.6,253.9,2246.11,5.08,5.83,0.018,0.005,0.005,0.355,35,19.2,5.493,17.555,33.21,7.084,7.591,3.145,6,3.225,2651.81,2766.54,2650.74,0.9,NA
NLA06608-0313,1,6.61,48.25,172.75,2.93,5.03,0.012,0.005,0.005,0.279,24,15.08,5.076,2.747,2.027,0.73,4.355,0.884,27,4.056,374.36,373.36,373.26,0.73,NA
NLA06608-0318,1,8.58,371.1,2217.8,4.1,8.57,0.017,0.005,0.005,0.847,43,13.888,37.433,20.665,29.01,12.62,21.45,3.128,23,1.075,3500.12,3703.88,3499.1,1.65,NA
NLA06608-0319,1,7.34,44.05,339.87,6.26,2.08,0.049,0.016,0.026,0.251,16,4.48,1.783,0.886,3.082,1.032,2.777,1.085,5,12.98,390.76,410.51,387.26,1.45,NA
NLA06608-0324,1,8.44,441.8,1776.78,2.8,2.72,0.005,0.005,0.005,0.248,21,4.816,8.531,111.774,42,16.1,19.19,2.482,5,3.621,4318.97,4344.54,4318.84,1.5,NA
NLA06608-0325,1,8.57,214.5,1603.4,5.74,12.48,0.019,0.005,0.005,0.814,50,46,13.267,7.921,27.87,3.103,8.119,2.07,31,1.026,2053.3,2142.53,2052.15,0.55,NA
NLA06608-0326,1,7.14,86.44,224.3,0.98,3.38,0.005,0.005,0.005,0.225,5,1.262,13.092,5.045,4.516,1.278,7.522,0.816,11,7.113,679.28,698.68,678.57,4.25,NA
NLA06608-0327,1,8.55,344.4,3333.12,33.9,3.48,0.016,0.005,0.005,0.281,13,56.736,11.649,7.305,27.4,22.24,8.376,3.019,6,7.369,3639.87,3813.78,3638.9,0.31,NA
NLA06608-0328,1,8.24,160.8,834.7,9.92,9.65,0.018,0.005,0.005,1.093,82,117.504,16.45,6.833,10.48,4.235,12.84,2.936,29,6.092,1506.23,1440.96,1505.04,0.53,NA
NLA06608-0328,2,7.88,179.1,901.46,9.31,9.02,0.014,0.014,0,1.12,75,104.544,18.639,8.33,11.53,4.487,12.77,2.715,19,7.544,1570.46,1600.64,1569.48,NA,NA
NLA06608-0330,1,8.23,333.5,3198.59,1.27,4.37,0.023,0.012,0.005,0.289,13,1.104,6.902,9.181,38.89,15.33,5.507,0.51,14,9.066,3456.19,3584.99,3454.67,3.95,NA
