PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,PSTL_CODE,STUDY,DSGN_CYCLE,IND_DOMAIN,UNIQUE_ID,SAMPLE_TYPE,FLAG,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_WITHDRAWAL,ALL_ACTIVITIES_EVALUATED,APPEALING,ARTIFICIAL_CREATED_BY,ARTIFICIAL_LAKE,BENTHIC_MATS,BIOTIC_INTEGRITY,CYANOHABS_SUB_TYPE,CYANOHABS_SUBMITTED,DAM_HEIGHT,DEAD_WLD,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,LAKE_LEVEL,LEVEL_CHANGE_M,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_TREATMENT,MBOAT_DENSITY,MBOAT_RESTRICT,NO_BLOOM_OBSERVED,OTHER_BLOOM,OUTLET_DAMS,OXBOW_RIVERINE,PEA_SOUP,PRE_EUROPEAN_LAKE,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_TRAILS,REC_TRASH,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SEWAGE,REVIEW,SURFACE_WATER_STREAKS,SWIMMABILITY,THICK_SCUM,TROPHIC_STATE,WATER_MANAGED,WATER_PUMP
10/16/2023,2020297,NLA22_IA-10001,6/2/2022,1,IA,NLA,2022,CORE,NLA_IA-10088,ASSESS,,L,,L,,M,,,Y,3,OTHER,YES,,GOOD,,,,,SEEPAGE,,,,,L,,,,N,,MODERATE,RARE,MODERATE,L,,,L,,,,NONE,NONE,,,NONE,NO,,NO,3,MODERATE,RARE,RARE,RARE,EXTENSIVE,SPARSE,SPARSE,RARE,,,,,,,L,GOOD,L,L,,L,L,L,L,,,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020297,NLA22_IA-10001,6/2/2022,1,IA,NLA,2022,CORE,NLA_IA-10088,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020298,NES22-10112,6/2/2022,1,LA,NES,2022,CORE,NLA_LA-10023,ASSESS,,,,,L,,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,UNKNOWN,,RESERVOIR,,,,,,,L,,N,,MODERATE,SPARSE,RARE,M,,,,,,,LOW,NONE,,,ARTIFICIAL,NO,,NO,3,RARE,SPARSE,MODERATE,EXTENSIVE,MODERATE,SPARSE,SPARSE,SPARSE,L,L,L,,,,L,EXCELLENT,,L,,M,L,M,L,,Y,,GOOD,,EUTROPHIC,,ABSENT
10/16/2023,2020298,NES22-10112,6/2/2022,1,LA,NES,2022,CORE,NLA_LA-10023,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020300,NLA22_MI-10114,6/3/2022,1,MI,NLA,2022,CORE,NLA_MI-10260,ASSESS,,,,,,,,,Y,1,,NO,,POOR,,,,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,M,,,,,H,H,NONE,NONE,,,NONE,NO,,YES,1,RARE,EXTENSIVE,MODERATE,SPARSE,MODERATE,SPARSE,MODERATE,MODERATE,M,,H,,,H,H,POOR,,,H,H,M,H,H,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020300,NLA22_MI-10114,6/3/2022,1,MI,NLA,2022,CORE,NLA_MI-10260,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020301,NLA22_WY-10047,6/13/2022,1,WY,NLA,2022,CORE,NLA_WY-10145,ASSESS,,,,L,,,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,NO,,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,L,,M,M,,,,LOW,RESTRICTED,,,ARTIFICIAL,NO,,UNKNOWN,4,RARE,SPARSE,RARE,RARE,EXTENSIVE,MODERATE,SPARSE,MODERATE,,,L,,,L,L,EXCELLENT,,,,,,,L,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020301,NLA22_WY-10047,6/13/2022,1,WY,NLA,2022,CORE,NLA_WY-10145,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020303,NLA22_NV-10025,6/2/2022,1,NV,NLA,2022,CORE,NLA_NV-10178,ASSESS,,,,,,,,,Y,2,EXCAVATION,YES,,POOR,,,NO,,RESERVOIR,,,,,,,,,N,,HIGH,RARE,EXTENSIVE,L,,L,L,,,,NONE,BANNED,,,ARTIFICIAL,NO,,NO,1,RARE,MODERATE,EXTENSIVE,RARE,MODERATE,EXTENSIVE,MODERATE,RARE,M,,L,,,H,L,FAIR,L,L,L,H,M,H,M,,Y,,UNSWIMMABLE,,MESOTROPHIC,OTHER,PRESENT
10/16/2023,2020303,NLA22_NV-10025,6/2/2022,1,NV,NLA,2022,CORE,NLA_NV-10178,CHAB,,,,,,,,,,,,,,,,N,,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020304,NLA22_VA-10004,6/3/2022,1,VA,NLA,2022,CORE,NLA_VA-10058,ASSESS,,,,,,,,,Y,2,UNKNOWN,YES,,FAIR,,,NO,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,M,,M,,,M,,NONE,RESTRICTED,,,ARTIFICIAL,NO,,NO,2,RARE,MODERATE,MODERATE,MODERATE,MODERATE,RARE,MODERATE,RARE,,,H,,M,L,L,FAIR,L,L,,H,M,M,M,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020304,NLA22_VA-10004,6/3/2022,1,VA,NLA,2022,CORE,NLA_VA-10058,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020305,NES22-10122,6/3/2022,1,TX,NES,2022,CORE,NLA_TX-10020,ASSESS,,,,,,,,L,Y,4,IMPOUNDMENT,YES,,GOOD,,,YES,,RESERVOIR,L,,L,,,,,,N,,ABSENT,RARE,RARE,L,,L,L,,,,HIGH,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,RARE,EXTENSIVE,RARE,SPARSE,MODERATE,SPARSE,RARE,,L,L,,,L,L,EXCELLENT,L,L,,L,L,L,L,,Y,,GOOD,,EUTROPHIC,WATER_SUPPLY,PRESENT
10/16/2023,2020305,NES22-10122,6/3/2022,1,TX,NES,2022,CORE,NLA_TX-10020,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020306,NES22-10115,6/2/2022,1,OK,NES,2022,CORE,NLA_OK-10065,ASSESS,,,,,,L,,L,Y,2,IMPOUNDMENT,YES,,GOOD,,,YES,,RESERVOIR,,,,,,,,,N,,ABSENT,RARE,RARE,L,,L,,,,,HIGH,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,RARE,RARE,MODERATE,SPARSE,RARE,SPARSE,SPARSE,,,L,L,,,L,EXCELLENT,,L,,L,L,L,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020306,NES22-10115,6/2/2022,1,OK,NES,2022,CORE,NLA_OK-10065,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020307,NES22-10124,6/3/2022,1,LA,NES,2022,CORE,NLA_LA-10007,ASSESS,,,,,,,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,UNKNOWN,,RESERVOIR,L,,,,,,L,,N,,SPARSE,RARE,RARE,H,,,,,,,HIGH,NONE,,,ARTIFICIAL,NO,,NO,3,RARE,SPARSE,EXTENSIVE,MODERATE,EXTENSIVE,SPARSE,SPARSE,MODERATE,,,,,,,L,EXCELLENT,L,,,H,,H,L,,Y,,GOOD,,EUTROPHIC,,ABSENT
10/16/2023,2020307,NES22-10124,6/3/2022,1,LA,NES,2022,CORE,NLA_LA-10007,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020308,NES22-10116,6/3/2022,1,LA,NES,2022,CORE,NLA_LA-10028,ASSESS,,,,,,,,L,Y,4,,NO,,EXCELLENT,,,UNKNOWN,,RESERVOIR,,,,,,,H,,N,,SPARSE,SPARSE,RARE,M,,,,,,,LOW,NONE,,,ARTIFICIAL,NO,,YES,3,SPARSE,SPARSE,MODERATE,MODERATE,MODERATE,MODERATE,SPARSE,EXTENSIVE,,L,,,,,L,GOOD,L,L,,M,,M,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020308,NES22-10116,6/3/2022,1,LA,NES,2022,CORE,NLA_LA-10028,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020309,NLA22_RI-10001,6/5/2022,1,RI,NLA,2022,CORE,NLA_RI-10053,ASSESS,,,,,,,,,Y,4,,NO,,EXCELLENT,,,,,SEEPAGE,,,,,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,NONE,BANNED,,,NONE,NO,,UNKNOWN,4,RARE,RARE,SPARSE,EXTENSIVE,SPARSE,RARE,RARE,RARE,,,,,,,L,GOOD,,,,M,,M,L,,Y,,GOOD,,MESOTROPHIC,,ABSENT
10/16/2023,2020309,NLA22_RI-10001,6/5/2022,1,RI,NLA,2022,CORE,NLA_RI-10053,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020310,NLA22_LA-10016,6/5/2022,1,LA,NLA,2022,CORE,NLA_LA-10146,ASSESS,,,,,,,L,,Y,5,EXCAVATION,YES,,GOOD,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,M,,,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,4,RARE,SPARSE,MODERATE,SPARSE,MODERATE,RARE,MODERATE,RARE,,,,,,,M,EXCELLENT,,,,M,,H,L,,,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020310,NLA22_LA-10016,6/5/2022,1,LA,NLA,2022,CORE,NLA_LA-10146,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020311,NLA22_RI-10002,6/6/2022,1,RI,NLA,2022,CORE,NLA_RI-10054,ASSESS,,,,,,,,,Y,4,,UNKNOWN,,GOOD,,,NO,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,SPARSE,M,,M,,,,,NONE,BANNED,,,ARTIFICIAL,NO,,NO,4,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,RARE,SPARSE,,,,,,,L,GOOD,L,,,L,,L,M,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020311,NLA22_RI-10002,6/6/2022,1,RI,NLA,2022,CORE,NLA_RI-10054,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020312,NLA22_MI-10040,6/6/2022,1,MI,NLA,2022,CORE,NLA_MI-10170,ASSESS,,,,,,,,,Y,3,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,HIGH,MODERATE,MODERATE,L,,,,,,,LOW,NONE,,,NONE,NO,,YES,5,RARE,RARE,RARE,EXTENSIVE,SPARSE,RARE,MODERATE,EXTENSIVE,,,,,,,,FAIR,,,,L,,L,,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020312,NLA22_MI-10040,6/6/2022,1,MI,NLA,2022,CORE,NLA_MI-10170,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020314,NLA22_LA-10017,6/6/2022,1,LA,NLA,2022,CORE,NLA_LA-10147,ASSESS,,,,,,L,,,Y,4,EXCAVATION,YES,,GOOD,,,,,SEEPAGE,,,,,,,,,N,,SPARSE,SPARSE,RARE,H,,,,,,,LOW,NONE,,,NONE,NO,,UNKNOWN,4,RARE,RARE,SPARSE,MODERATE,SPARSE,RARE,SPARSE,RARE,,,,,,,L,GOOD,,,,M,,M,M,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020314,NLA22_LA-10017,6/6/2022,1,LA,NLA,2022,CORE,NLA_LA-10147,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020315,NLA22_CA-10037,6/6/2022,1,CA,NLA,2022,CORE,NLA_CA-10234,ASSESS,,,,H,,H,,,Y,2,,NO,,FAIR,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,,,,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,3,RARE,SPARSE,RARE,RARE,EXTENSIVE,RARE,RARE,RARE,M,,,,,,,POOR,,,,,,,,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020315,NLA22_CA-10037,6/6/2022,1,CA,NLA,2022,CORE,NLA_CA-10234,CHAB,,,,,,,,,,,,,,,BLOOMWATCH,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
10/16/2023,2020316,NLA22_CA-10126,6/6/2022,1,CA,NLA,2022,CORE,NLA_CA-10285,ASSESS,,,,,,,,,Y,3,IMPOUNDMENT,YES,,GOOD,,,YES,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,,,,,,,,NONE,RESTRICTED,,,ARTIFICIAL,NO,,NO,4,RARE,SPARSE,RARE,SPARSE,RARE,RARE,EXTENSIVE,RARE,,,,,,,,POOR,,,,,,,,,Y,,UNSWIMMABLE,,MESOTROPHIC,WATER_SUPPLY,PRESENT
10/16/2023,2020316,NLA22_CA-10126,6/6/2022,1,CA,NLA,2022,CORE,NLA_CA-10285,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020317,NLA22_WI-10102,6/6/2022,1,WI,NLA,2022,CORE,NLA_WI-10227,ASSESS,,H,,,,,,,Y,3,EXCAVATION,YES,,FAIR,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,,,M,,,,,NONE,BANNED,,,NONE,NO,,NO,3,RARE,SPARSE,RARE,SPARSE,SPARSE,RARE,MODERATE,SPARSE,,,L,,,M,L,GOOD,,,,L,L,,H,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020317,NLA22_WI-10102,6/6/2022,1,WI,NLA,2022,CORE,NLA_WI-10227,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020318,NES22-10117,6/5/2022,1,TX,NES,2022,CORE,NLA_TX-10094,ASSESS,,,,,,,,,Y,3,IMPOUNDMENT,YES,,GOOD,,,YES,,RESERVOIR,,,,,,,L,L,N,,SPARSE,SPARSE,RARE,L,,L,L,,,,HIGH,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,SPARSE,RARE,RARE,SPARSE,RARE,MODERATE,SPARSE,,,L,,,L,L,EXCELLENT,,,,L,,,L,,Y,,FAIR,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2020318,NES22-10117,6/5/2022,1,TX,NES,2022,CORE,NLA_TX-10094,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020319,NLA22_AR-10013,6/6/2022,1,AR,NLA,2022,CORE,NLA_AR-10038,ASSESS,,M,,,,M,,,Y,3,,NO,,FAIR,,,,,DRAINAGE,,,L,,,,,,N,,HIGH,EXTENSIVE,EXTENSIVE,L,,,,,,,NONE,NONE,,,NATURAL,YES,,UNKNOWN,3,MODERATE,RARE,SPARSE,RARE,MODERATE,RARE,RARE,SPARSE,H,,,,,,,POOR,L,,,L,,L,M,,Y,,UNSWIMMABLE,,HYPEREUTROPHIC,,ABSENT
10/16/2023,2020319,NLA22_AR-10013,6/6/2022,1,AR,NLA,2022,CORE,NLA_AR-10038,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020320,NES22-10121,6/7/2022,1,TX,NES,2022,CORE,NLA_TX-10093,ASSESS,,,,L,,,,M,Y,3,IMPOUNDMENT,YES,,GOOD,,,YES,,RESERVOIR,,,,,,,,,Y,-1.1,SPARSE,RARE,RARE,L,,L,M,,,,HIGH,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,SPARSE,SPARSE,RARE,SPARSE,RARE,SPARSE,SPARSE,,L,L,,,L,L,EXCELLENT,,,,L,,L,,,Y,,FAIR,,EUTROPHIC,WATER_SUPPLY,PRESENT
10/16/2023,2020320,NES22-10121,6/7/2022,1,TX,NES,2022,CORE,NLA_TX-10093,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020321,NES22-10114,6/6/2022,1,TX,NES,2022,CORE,NLA_TX-10023,ASSESS,,,,L,,,,,Y,4,IMPOUNDMENT,YES,,GOOD,,,YES,,RESERVOIR,,,,,,,,,Y,30,SPARSE,RARE,RARE,L,,L,M,,,,HIGH,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,EXTENSIVE,RARE,RARE,RARE,RARE,SPARSE,SPARSE,,L,L,L,,L,L,EXCELLENT,,L,,,,,L,,Y,,GOOD,,EUTROPHIC,WATER_SUPPLY,PRESENT
10/16/2023,2020321,NES22-10114,6/6/2022,1,TX,NES,2022,CORE,NLA_TX-10023,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020322,NLA22_MI-10109,6/7/2022,1,MI,NLA,2022,CORE,NLA_MI-10255,ASSESS,,L,,,,,,,Y,3,,NO,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,HIGH,MODERATE,MODERATE,L,,,,,,,LOW,NONE,,,NONE,NO,,YES,3,RARE,RARE,SPARSE,MODERATE,SPARSE,RARE,MODERATE,SPARSE,,,,,,,L,FAIR,,L,,L,,M,L,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020322,NLA22_MI-10109,6/7/2022,1,MI,NLA,2022,CORE,NLA_MI-10255,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020323,NLA22_MI-10006,6/7/2022,1,MI,NLA,2022,CORE,NLA_MI-10151,ASSESS,,,,,,,,,Y,2,EXCAVATION,YES,,FAIR,,,UNKNOWN,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,NONE,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,MODERATE,EXTENSIVE,RARE,MODERATE,EXTENSIVE,SPARSE,RARE,,,,,,,L,FAIR,,,,H,L,H,M,,Y,,FAIR,,EUTROPHIC,,ABSENT
10/16/2023,2020323,NLA22_MI-10006,6/7/2022,1,MI,NLA,2022,CORE,NLA_MI-10151,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020324,NLA22_MS-10003,6/6/2022,1,MS,NLA,2022,CORE,NLA_MS-10048,ASSESS,,L,,,,L,,,Y,4,,UNKNOWN,,EXCELLENT,,,NO,,DRAINAGE,,,,,,,,,N,,MODERATE,MODERATE,RARE,,,,M,,,,NONE,NONE,,,ARTIFICIAL,NO,,UNKNOWN,4,RARE,SPARSE,RARE,MODERATE,MODERATE,RARE,SPARSE,MODERATE,L,,,,,L,,FAIR,,,,,,,,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020324,NLA22_MS-10003,6/6/2022,1,MS,NLA,2022,CORE,NLA_MS-10048,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020325,NES22-10147,6/7/2022,1,IA,NES,2022,CORE,NLA_IA-10036,ASSESS,,M,,M,,M,,,Y,5,,NO,,EXCELLENT,,,,,DRAINAGE,H,,,,,,,,N,,SPARSE,RARE,RARE,H,,H,,,,,HIGH,NONE,,,NONE,NO,,YES,4,RARE,SPARSE,EXTENSIVE,MODERATE,MODERATE,EXTENSIVE,SPARSE,RARE,,H,M,,H,M,L,EXCELLENT,M,L,,H,L,H,H,,Y,,GOOD,,OLIGOTROPHIC,,ABSENT
10/16/2023,2020325,NES22-10147,6/7/2022,1,IA,NES,2022,CORE,NLA_IA-10036,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020326,NES22-10192,6/7/2022,1,AZ,NES,2022,CORE,NLA_NV-10022,ASSESS,,,,,,,,,Y,4,IMPOUNDMENT,YES,,FAIR,,,YES,,RESERVOIR,,,,,,,,,Y,0.1,SPARSE,RARE,RARE,L,,,L,,,,LOW,NONE,,,ARTIFICIAL,NO,,YES,4,RARE,EXTENSIVE,RARE,RARE,RARE,RARE,SPARSE,RARE,,L,,H,,L,,FAIR,,,,,,,L,,Y,,GOOD,,MESOTROPHIC,WATER_SUPPLY,PRESENT
10/16/2023,2020326,NES22-10192,6/7/2022,1,AZ,NES,2022,CORE,NLA_NV-10022,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020327,NLA22_TX-10023,6/7/2022,1,TX,NLA,2022,CORE,NLA_TX-10237,ASSESS,,,,L,,L,,,Y,5,,UNKNOWN,,GOOD,,,,,DRAINAGE,,,,,,,,,N,,HIGH,SPARSE,EXTENSIVE,L,,,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,4,SPARSE,RARE,MODERATE,RARE,MODERATE,SPARSE,MODERATE,RARE,L,,,,,L,,GOOD,,L,,L,L,M,L,,,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020327,NLA22_TX-10023,6/7/2022,1,TX,NLA,2022,CORE,NLA_TX-10237,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020328,NLA22_RI-10003,6/7/2022,1,RI,NLA,2022,CORE,NLA_RI-10055,ASSESS,,,,,,,,,Y,4,,UNKNOWN,,FAIR,,,,,SEEPAGE,,,,,,,,,N,,HIGH,SPARSE,EXTENSIVE,L,,,,,,,NONE,BANNED,,,NONE,NO,,UNKNOWN,3,RARE,RARE,RARE,MODERATE,RARE,RARE,SPARSE,RARE,,,,,,,,FAIR,,,,L,,L,L,,Y,,UNSWIMMABLE,,EUTROPHIC,,ABSENT
10/16/2023,2020328,NLA22_RI-10003,6/7/2022,1,RI,NLA,2022,CORE,NLA_RI-10055,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020329,NLA22_GA-10053,6/7/2022,1,GA,NLA,2022,CORE,NLA_GA-10103,ASSESS,,H,,,,,,H,Y,4,,NO,,GOOD,,,UNKNOWN,,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,L,,,L,,,,NONE,NONE,,,ARTIFICIAL,NO,,NO,3,RARE,SPARSE,RARE,MODERATE,MODERATE,RARE,MODERATE,RARE,L,,,,,,,GOOD,,,,,L,,L,,Y,,FAIR,,EUTROPHIC,IRRIGATION,PRESENT
10/16/2023,2020329,NLA22_GA-10053,6/7/2022,1,GA,NLA,2022,CORE,NLA_GA-10103,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020330,NLA22_CA-10055,6/7/2022,1,CA,NLA,2022,CORE,NLA_CA-10188,ASSESS,,,,,,,,,Y,3,,UNKNOWN,,FAIR,,,,,SEEPAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,L,,,,,,,NONE,NONE,,,NONE,NO,,UNKNOWN,3,RARE,SPARSE,SPARSE,MODERATE,MODERATE,RARE,SPARSE,RARE,,,,,,,L,FAIR,,,,,,L,L,,Y,,FAIR,,MESOTROPHIC,,ABSENT
10/16/2023,2020330,NLA22_CA-10055,6/7/2022,1,CA,NLA,2022,CORE,NLA_CA-10188,CHAB,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2023,2020331,NLA22_WV-10005,6/7/2022,1,WV,NLA,2022,CORE,NLA_WV-10042,ASSESS,,,,,,,,,Y,3,IMPOUNDMENT,YES,,FAIR,,,YES,,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,M,,L,,,,,LOW,NONE,,,ARTIFICIAL,NO,,NO,2,RARE,SPARSE,RARE,EXTENSIVE,SPARSE,RARE,MODERATE,MODERATE,M,,M,,,L,L,GOOD,L,,,L,L,,M,,Y,,FAIR,,MESOTROPHIC,,ABSENT
