UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,STUDY,STATE,SAMPLE_TYPE,FLAG,AGR_CROPLAND,AGR_FEEDLOT,AGR_LIVESTOCK,AGR_ORCHARDS,AGR_PASTURE,AGR_POULTRY,AGR_WITHDRAWAL,APPEALING,BIOTIC_INTEGRITY,FLIGHT_HAZARDS,HYDRO_TYPE,IND_COMMERCIAL,IND_FIRE,IND_INDUSTRIAL,IND_LOGGING,IND_MINES,IND_ODORS,IND_OIL,IND_POWER,LAKE_LEVEL,LEVEL_CHANGE_M,MACRY_DENSITY,MACRY_FLOAT,MACRY_SUBMERGED,MAN_ANGLING,MAN_DRINKING_WATER,MAN_FISH_STOCKING,MAN_LEVEL_FLUCTUATIONS,MAN_LIMING,MAN_MACROPHYTE,MAN_TREATMENT,MBOAT_DENSITY,MBOAT_RESTRICT,OUTLET_DAMS,PRISTINE,RCH_AGRICULTURE,RCH_BARE_GROUND,RCH_DEVELOPMENT,RCH_FOREST,RCH_GRASS,RCH_SHOREMODS,RCH_SHRUB,RCH_WETLAND,REC_FILMS,REC_MARINAS,REC_PARKS,REC_PRIMITIVE,REC_RESORTS,REC_TRAILS,REC_TRASH,RECREATIONAL_VALUE,RES_BRIDGES,RES_CONSTRUCTION,RES_DUMPING,RES_LAWNS,RES_PIPES,RES_RESIDENCES,RES_ROADS,RES_SEWAGE,REVIEW,SWIMMABILITY,TROPHIC_STATE
2010238,4/26/2021,NLA17_TX-10013,13-Jun-17,1,NLA,TX,ASSESS,,,,,,,L,,4,GOOD,,DRAINAGE,,,,,,,,,Y,3,SPARSE,RARE,RARE,M,,,L,,,,LOW,,NONE,3,RARE,SPARSE,MODERATE,EXTENSIVE,MODERATE,MODERATE,SPARSE,EXTENSIVE,,,,,,,L,GOOD,,,,L,,M,L,,,FAIR,MESOTROPHIC
2010239,4/26/2021,NLA17_UT-10006,13-Jun-17,1,NLA,UT,ASSESS,,,,,,,,L,4,GOOD,,DRAINAGE,,,,,,,,,Y,0.4,HIGH,MODERATE,MODERATE,,,,L,,,,,BANNED,ARTIFICIAL,4,,SPARSE,,,MODERATE,SPARSE,RARE,EXTENSIVE,,,,,,,,FAIR,,,,,,,L,,,UNSWIMMABLE,MESOTROPHIC
2010240,4/26/2021,NLA17_NE-10037,14-Jun-17,1,NLA,NE,ASSESS,,,,L,,M,,,3,GOOD,,SEEPAGE,,,,,,,,,,,MODERATE,EXTENSIVE,SPARSE,,,L,,,,,LOW,,NONE,3,,,,,EXTENSIVE,,,,,,L,L,,,,GOOD,,,,,,,L,,,FAIR,EUTROPHIC
2010241,4/26/2021,NLA17_NE-HP005,14-Jun-17,1,NLA,NE,ASSESS,,,,L,,,,,5,EXCELLENT,N,DRAINAGE,,,,,,,,,N,,HIGH,SPARSE,SPARSE,,,,,,,,LOW,NONE,NATURAL,5,,SPARSE,,RARE,EXTENSIVE,,RARE,EXTENSIVE,,,,,,,,EXCELLENT,,,,,,,L,,,FAIR,MESOTROPHIC
2010242,4/26/2021,NLA17_OK-10011,13-Jun-17,1,NLA,OK,ASSESS,,M,,M,,M,,,4,GOOD,,RESERVOIR,M,,,,,,,M,N,,MODERATE,MODERATE,RARE,,,,M,,,,LOW,RESTRICTED,ARTIFICIAL,3,MODERATE,SPARSE,RARE,SPARSE,MODERATE,SPARSE,MODERATE,RARE,L,,L,,,,L,POOR,,,,L,L,,L,,,FAIR,EUTROPHIC
2010243,4/26/2021,NLA17_TX-HP002,13-Jun-17,1,NLA,TX,ASSESS,,,,L,,L,,,4,FAIR,,RESERVOIR,L,,,,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,LOW,,ARTIFICIAL,3,RARE,RARE,MODERATE,SPARSE,RARE,SPARSE,SPARSE,RARE,,L,L,L,L,L,L,EXCELLENT,L,,,L,L,M,L,,,GOOD,OLIGOTROPHIC
2010244,4/26/2021,NLA17_KY-10004,14-Jun-17,1,NLA,KY,ASSESS,,,,L,,L,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,,ARTIFICIAL,4,RARE,RARE,SPARSE,MODERATE,SPARSE,MODERATE,SPARSE,MODERATE,,,,,,,L,FAIR,,,,L,,L,L,,,UNSWIMMABLE,EUTROPHIC
2010245,4/26/2021,NLA17_KS-10004,14-Jun-17,1,NLA,KS,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,Y,0.3,MODERATE,RARE,MODERATE,L,,M,L,,,,LOW,RESTRICTED,ARTIFICIAL,3,,RARE,,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,,,M,,,L,L,FAIR,,,,L,L,L,L,,,UNSWIMMABLE,EUTROPHIC
2010246,4/26/2021,NLA17_MD-10003,12-Jun-17,1,NLA,MD,ASSESS,,,,,,,,L,4,GOOD,,RESERVOIR,,,,,,L,,,N,,ABSENT,,,,,,M,,,,LOW,RESTRICTED,ARTIFICIAL,3,RARE,SPARSE,,EXTENSIVE,SPARSE,SPARSE,SPARSE,SPARSE,L,L,M,,,M,L,GOOD,L,M,,M,M,,M,,,UNSWIMMABLE,EUTROPHIC
2010247,4/26/2021,NLA17_NC-10014,14-Jun-17,1,NLA,NC,ASSESS,,,,,,,,,5,FAIR,,SEEPAGE,,,,L,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,LOW,BANNED,NONE,5,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,SPARSE,SPARSE,,,L,L,,M,L,GOOD,,,,,,,L,,,FAIR,EUTROPHIC
2010248,4/26/2021,NLA17_ND-10029,14-Jun-17,1,NLA,ND,ASSESS,,H,,,,,,,3,FAIR,N,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,,,,,,,,LOW,NONE,NONE,2,EXTENSIVE,SPARSE,RARE,RARE,SPARSE,RARE,SPARSE,RARE,L,,,,,,,FAIR,,,,,,,M,,,FAIR,EUTROPHIC
2010249,4/26/2021,NLA17_TX-10011,14-Jun-17,1,NLA,TX,ASSESS,,,,,,M,,L,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,RARE,L,,,,,,,LOW,,,4,RARE,RARE,RARE,MODERATE,MODERATE,RARE,MODERATE,RARE,,,,M,,,,GOOD,,,,L,,,,,,FAIR,EUTROPHIC
2010250,4/26/2021,NLA17_NV-10017,14-Jun-17,1,NLA,NV,ASSESS,,,,M,,L,,H,3,FAIR,N,RESERVOIR,L,,L,,L,,,,N,,SPARSE,SPARSE,SPARSE,M,,H,M,,,,LOW,NONE,ARTIFICIAL,3,RARE,EXTENSIVE,RARE,RARE,SPARSE,RARE,MODERATE,SPARSE,L,,L,M,,L,L,GOOD,,L,,L,,L,L,,,GOOD,MESOTROPHIC
2010251,4/26/2021,NLA17_NV-10079,13-Jun-17,1,NLA,NV,ASSESS,,,,,,,,,4,GOOD,N,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,H,,M,,,,,LOW,RESTRICTED,ARTIFICIAL,2,,RARE,,,MODERATE,RARE,MODERATE,SPARSE,,,,L,,,L,GOOD,,,,,,,L,,,GOOD,EUTROPHIC
2010252,4/26/2021,NLA17_DE-10005,14-Jun-17,1,NLA,DE,ASSESS,,M,,,,,,L,4,GOOD,Y,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,EXTENSIVE,L,,,,,,,LOW,,ARTIFICIAL,4,RARE,RARE,SPARSE,EXTENSIVE,RARE,SPARSE,EXTENSIVE,SPARSE,L,,,,,H,,GOOD,L,,,L,,L,L,,,GOOD,EUTROPHIC
2010253,4/26/2021,NLA17_TX-10008,15-Jun-17,1,NLA,TX,ASSESS,,,,M,,H,,M,5,GOOD,,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,RARE,,,,,,,,,,ARTIFICIAL,4,MODERATE,RARE,RARE,MODERATE,MODERATE,RARE,MODERATE,RARE,,,,,,,L,FAIR,,,,,L,,,,,FAIR,EUTROPHIC
2010254,4/26/2021,NLA17_KS-10010,15-Jun-17,1,NLA,KS,ASSESS,,,,,,,,,3,FAIR,,SEEPAGE,M,,,,M,,,,N,,MODERATE,SPARSE,RARE,L,,L,,,,,,RESTRICTED,NONE,2,RARE,RARE,MODERATE,MODERATE,SPARSE,SPARSE,MODERATE,RARE,,,,,,,L,FAIR,,,,M,,M,H,,,FAIR,EUTROPHIC
2010255,4/26/2021,NLA17_NE-10032,15-Jun-17,1,NLA,NE,ASSESS,,,,M,,M,,,4,GOOD,,SEEPAGE,,,,,,,,,N,,HIGH,MODERATE,EXTENSIVE,L,,L,L,,,,LOW,,NONE,4,RARE,RARE,,RARE,SPARSE,RARE,SPARSE,RARE,,,L,L,,,,GOOD,,,,,,,L,,,FAIR,EUTROPHIC
2010256,4/26/2021,NLA17_OH-10001,14-Jun-17,1,NLA,OH,ASSESS,,,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,LOW,,ARTIFICIAL,3,,,,MODERATE,SPARSE,MODERATE,SPARSE,MODERATE,,L,L,,,,,EXCELLENT,L,,,M,,,L,,,FAIR,EUTROPHIC
2010257,4/26/2021,NLA17_CA-10081,14-Jun-17,1,NLA,CA,ASSESS,,,,,,,,,3,FAIR,,SEEPAGE,L,,,,H,,,,N,,MODERATE,RARE,SPARSE,,,M,,,,,LOW,RESTRICTED,NONE,2,RARE,MODERATE,MODERATE,RARE,MODERATE,SPARSE,SPARSE,RARE,,L,H,,,L,L,EXCELLENT,,L,,M,L,,M,,,FAIR,MESOTROPHIC
2010258,4/26/2021,NLA17_NE-HP004,15-Jun-17,1,NLA,NE,ASSESS,,L,,,,,,,5,EXCELLENT,,RESERVOIR,,,,,,,,,N,,MODERATE,MODERATE,SPARSE,,,,,,,,LOW,,ARTIFICIAL,4,,RARE,,SPARSE,EXTENSIVE,RARE,,RARE,,,L,,,,L,EXCELLENT,,,,,,,L,,,GOOD,MESOTROPHIC
2010259,4/26/2021,NLA17_UT-10008,15-Jun-17,1,NLA,UT,ASSESS,,,,M,,,,H,3,GOOD,Y,RESERVOIR,L,,,,,,,,N,,SPARSE,RARE,SPARSE,M,L,M,H,,,,HIGH,,ARTIFICIAL,3,,SPARSE,,RARE,MODERATE,RARE,MODERATE,RARE,L,L,M,L,L,L,L,EXCELLENT,,L,,L,L,L,M,L,,GOOD,MESOTROPHIC
2010260,4/26/2021,NLA17_WI-10001,15-Jun-17,1,NLA,WI,ASSESS,,M,,,,,,,3,FAIR,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,MODERATE,H,,M,,,M,,HIGH,,ARTIFICIAL,2,,SPARSE,EXTENSIVE,SPARSE,EXTENSIVE,MODERATE,SPARSE,,L,,M,,,,L,GOOD,L,M,,H,,H,H,,,FAIR,EUTROPHIC
2010261,4/26/2021,NLA17_NC-10005,15-Jun-17,1,NLA,NC,ASSESS,,,,L,,L,,L,5,EXCELLENT,,RESERVOIR,,,,,,,,,N,,MODERATE,MODERATE,RARE,,,L,,,,,LOW,RESTRICTED,ARTIFICIAL,5,RARE,RARE,MODERATE,SPARSE,MODERATE,SPARSE,MODERATE,RARE,,,,,,,L,EXCELLENT,,,,H,L,M,L,,,GOOD,EUTROPHIC
2010262,4/26/2021,NLA17_MO-10001,15-Jun-17,1,NLA,MO,ASSESS,,H,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,Y,0.3,SPARSE,RARE,RARE,,,,,,,,,,ARTIFICIAL,3,SPARSE,RARE,,RARE,SPARSE,,MODERATE,RARE,,,,,,,L,GOOD,,L,,L,L,L,L,,,FAIR,EUTROPHIC
2010263,4/26/2021,NLA17_IL-HP001,15-Jun-17,1,NLA,IL,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,MODERATE,MODERATE,MODERATE,L,,,,,,,,BANNED,NONE,4,,,,SPARSE,RARE,RARE,SPARSE,EXTENSIVE,,,L,,,L,L,EXCELLENT,,,,,,,,,,UNSWIMMABLE,MESOTROPHIC
2010264,4/26/2021,NLA17_SD-10004,15-Jun-17,1,NLA,SD,ASSESS,,,,,,,,,4,EXCELLENT,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,L,,,,,,,LOW,,NONE,3,,RARE,SPARSE,SPARSE,MODERATE,SPARSE,MODERATE,MODERATE,,,L,,,,,EXCELLENT,,L,,L,,L,L,,,GOOD,MESOTROPHIC
2010265,4/26/2021,NLA17_SD-10013,15-Jun-17,1,NLA,SD,ASSESS,,L,,M,,H,,,2,GOOD,,SEEPAGE,,,,,,,,,Y,0.5,SPARSE,RARE,SPARSE,,,,,,,,LOW,,NONE,2,EXTENSIVE,SPARSE,RARE,RARE,RARE,RARE,RARE,SPARSE,,,,,,,,FAIR,,,,,,,L,,,FAIR,EUTROPHIC
2010266,4/26/2021,NLA17_KS-10035,16-Jun-17,1,NLA,KS,ASSESS,,,,H,,H,,,3,FAIR,,RESERVOIR,,,,,,L,,,Y,0.2,ABSENT,RARE,RARE,,,,L,,,,,,ARTIFICIAL,3,MODERATE,SPARSE,RARE,RARE,EXTENSIVE,MODERATE,RARE,RARE,,,,,,,,FAIR,,,,,L,,,,,UNSWIMMABLE,EUTROPHIC
2010267,4/26/2021,NLA17_ND-10012,16-Jun-17,1,NLA,ND,ASSESS,,L,,L,,L,,L,3,FAIR,N,SEEPAGE,,,,,,L,,,Y,,MODERATE,SPARSE,MODERATE,L,,M,M,,,,HIGH,NONE,NONE,2,SPARSE,SPARSE,MODERATE,SPARSE,SPARSE,MODERATE,SPARSE,RARE,,,,,,,M,GOOD,,M,,M,L,M,M,,,GOOD,EUTROPHIC
2010268,4/26/2021,NLA17_ND-10090,16-Jun-17,1,NLA,ND,ASSESS,,L,,H,,H,,,2,FAIR,N,SEEPAGE,,,,,,,,,,,MODERATE,MODERATE,MODERATE,,,,,,,,,,NATURAL,3,,,,,EXTENSIVE,,,RARE,,,,,,,,FAIR,,,,,,,L,,,FAIR,EUTROPHIC
2010269,4/26/2021,NLA17_NM-10003,16-Jun-17,1,NLA,NM,ASSESS,,,,L,,M,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,,RARE,L,,,L,,,,LOW,,ARTIFICIAL,3,SPARSE,SPARSE,SPARSE,MODERATE,MODERATE,SPARSE,SPARSE,RARE,,,L,L,,L,L,EXCELLENT,L,,,L,L,L,L,,,GOOD,MESOTROPHIC
2010270,4/26/2021,NLA17_NM-10004,15-Jun-17,1,NLA,NM,ASSESS,,,,L,,L,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,,,,,,,,,,NATURAL,4,,SPARSE,,,EXTENSIVE,SPARSE,SPARSE,RARE,,,,L,,L,L,FAIR,,,,,,,L,,,FAIR,MESOTROPHIC
2010271,4/26/2021,NLA17_MI-10084,15-Jun-17,1,NLA,MI,ASSESS,,,,,,,,,5,GOOD,,SEEPAGE,,,,,,,,,N,,HIGH,RARE,MODERATE,,,L,,,,,,BANNED,NONE,4,,RARE,,MODERATE,,,EXTENSIVE,,,,,,,,,GOOD,,,,,,,,,,UNSWIMMABLE,MESOTROPHIC
2010272,4/26/2021,NLA17_CA-10011,13-Jun-17,1,NLA,CA,ASSESS,,,,,,,,H,5,EXCELLENT,Y,RESERVOIR,,,,,,,,,,,SPARSE,RARE,RARE,,,,M,,,,LOW,BANNED,ARTIFICIAL,5,RARE,MODERATE,RARE,MODERATE,MODERATE,RARE,SPARSE,RARE,,,L,L,,L,,EXCELLENT,,L,,,L,,L,,,UNSWIMMABLE,MESOTROPHIC
2010273,4/26/2021,NLA17_NC-10033,16-Jun-17,1,NLA,NC,ASSESS,,L,,,,,L,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,LOW,BANNED,ARTIFICIAL,3,RARE,RARE,RARE,MODERATE,SPARSE,RARE,SPARSE,RARE,L,,,,,,L,GOOD,,,,L,L,L,L,,,UNSWIMMABLE,EUTROPHIC
2010274,4/26/2021,NLA17_KS-10002,19-Jun-17,1,NLA,KS,ASSESS,,,,L,,L,,,4,POOR,,RESERVOIR,,M,,,,,,,Y,0.3,ABSENT,RARE,RARE,L,,,,,,,,,ARTIFICIAL,4,RARE,MODERATE,RARE,EXTENSIVE,SPARSE,RARE,SPARSE,RARE,L,,,,,,,FAIR,L,,,,L,L,,,,UNSWIMMABLE,EUTROPHIC
2010275,4/26/2021,NLA17_KS-10033,18-Jun-17,1,NLA,KS,ASSESS,,,,,,H,,,3,FAIR,,RESERVOIR,,,,,,,,,Y,0.1,ABSENT,RARE,RARE,,,,L,,,,,,ARTIFICIAL,4,RARE,RARE,RARE,SPARSE,EXTENSIVE,SPARSE,SPARSE,SPARSE,,,,,,,,POOR,,,,L,,L,L,,,UNSWIMMABLE,EUTROPHIC
2010276,4/26/2021,NLA17_NM-10022,18-Jun-17,1,NLA,NM,ASSESS,,,,H,,H,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,MODERATE,RARE,SPARSE,L,,,,,,,LOW,,ARTIFICIAL,2,,SPARSE,,,EXTENSIVE,MODERATE,SPARSE,RARE,L,,,L,,,L,FAIR,,,,,,,L,,,FAIR,MESOTROPHIC
2010277,4/26/2021,NLA17_NM-10002,19-Jun-17,1,NLA,NM,ASSESS,,,,H,,H,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,,ARTIFICIAL,3,,SPARSE,,,EXTENSIVE,SPARSE,RARE,,,,,,,,,GOOD,,,,,L,L,L,,,GOOD,EUTROPHIC
2010278,4/26/2021,NLA17_CA-10007,19-Jun-17,1,NLA,CA,ASSESS,,,,,,,,,4,GOOD,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,RARE,,,,,,,,LOW,,NONE,4,,,,SPARSE,EXTENSIVE,,,,L,,,,,,,POOR,,,,,,L,,,,FAIR,MESOTROPHIC
2010279,4/26/2021,NLA17_NJ-10003,19-Jun-17,1,NLA,NJ,ASSESS,,L,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,MODERATE,RARE,MODERATE,M,,,,,,,LOW,RESTRICTED,ARTIFICIAL,3,,MODERATE,EXTENSIVE,MODERATE,SPARSE,RARE,MODERATE,RARE,L,,M,L,,,L,EXCELLENT,M,L,,M,M,H,H,,,GOOD,MESOTROPHIC
2010280,4/26/2021,NLA17_VA-10001,19-Jun-17,1,NLA,VA,ASSESS,,,,,,,,,3,GOOD,,RESERVOIR,,,,,,,,,N,,MODERATE,MODERATE,SPARSE,L,,L,,,,,,RESTRICTED,ARTIFICIAL,3,,RARE,MODERATE,MODERATE,SPARSE,SPARSE,RARE,SPARSE,,,,,,,L,GOOD,,L,,M,,M,M,,,FAIR,MESOTROPHIC
2010281,4/26/2021,NLA17_NV-10003,19-Jun-17,1,NLA,NV,ASSESS,,,,,,,,M,2,FAIR,N,RESERVOIR,,,,,,,,,Y,2,SPARSE,RARE,RARE,L,,,H,,,,LOW,NONE,ARTIFICIAL,2,,MODERATE,,,MODERATE,,MODERATE,,M,,,M,,,L,FAIR,,,,,,,,,,UNSWIMMABLE,EUTROPHIC
2010282,4/26/2021,NLA17_KY-10024,20-Jun-17,1,NLA,KY,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,MODERATE,RARE,MODERATE,L,,,,,,,LOW,RESTRICTED,ARTIFICIAL,4,,RARE,SPARSE,MODERATE,SPARSE,SPARSE,SPARSE,RARE,,,,,,,L,GOOD,,,,L,,L,L,,,GOOD,MESOTROPHIC
2010283,4/26/2021,NLA17_PA-10010,20-Jun-17,1,NLA,PA,ASSESS,,L,,,H,,,L,3,GOOD,N,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,RARE,L,,,L,,,,LOW,BANNED,ARTIFICIAL,3,RARE,RARE,RARE,RARE,EXTENSIVE,RARE,RARE,RARE,,,,,,,L,FAIR,,,,L,L,L,L,,,FAIR,MESOTROPHIC
2010284,4/26/2021,NLA17_DE-10001,19-Jun-17,1,NLA,DE,ASSESS,,H,,,,,,L,3,GOOD,Y,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,RARE,H,,,,,,,LOW,RESTRICTED,ARTIFICIAL,4,,RARE,RARE,EXTENSIVE,RARE,SPARSE,SPARSE,SPARSE,L,,,,,,,GOOD,,,,L,,L,L,,,FAIR,EUTROPHIC
2010285,4/26/2021,NLA17_TX-10006,20-Jun-17,1,NLA,TX,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,L,,,,,,,LOW,RESTRICTED,ARTIFICIAL,4,RARE,RARE,EXTENSIVE,SPARSE,EXTENSIVE,MODERATE,SPARSE,MODERATE,L,L,H,,,L,M,EXCELLENT,L,L,,H,L,L,M,,,GOOD,MESOTROPHIC
2010286,4/26/2021,NLA17_MI-HP001,20-Jun-17,1,NLA,MI,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,L,,,,,,,LOW,,NONE,4,,RARE,,SPARSE,RARE,RARE,RARE,EXTENSIVE,L,,,L,,L,L,EXCELLENT,,,,,,,L,,,FAIR,MESOTROPHIC
2010287,4/26/2021,NLA17_MI-10001,20-Jun-17,2,NLA,MI,ASSESS,,,,,,,,,3,FAIR,,SEEPAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,L,,,,,M,M,HIGH,,NONE,3,RARE,SPARSE,EXTENSIVE,RARE,EXTENSIVE,MODERATE,SPARSE,RARE,,,,,,,L,GOOD,,,,H,L,H,H,,,GOOD,EUTROPHIC
2010288,4/26/2021,NLA17_NM-10001,20-Jun-17,1,NLA,NM,ASSESS,,,,,,,,,4,GOOD,Y,RESERVOIR,,,,,,,,,N,,ABSENT,RARE,RARE,L,,,,,,,LOW,RESTRICTED,ARTIFICIAL,4,,MODERATE,,RARE,RARE,RARE,EXTENSIVE,,,,H,H,,M,M,EXCELLENT,,,,,,,L,,,UNSWIMMABLE,MESOTROPHIC
2010289,4/26/2021,NLA17_MO-HP008,20-Jun-17,1,NLA,MO,ASSESS,,,,,,,,,3,GOOD,,DRAINAGE,,,,,,,,,Y,1,HIGH,MODERATE,MODERATE,,,,L,,,,LOW,RESTRICTED,ARTIFICIAL,3,RARE,SPARSE,,EXTENSIVE,SPARSE,RARE,MODERATE,RARE,,,,,,L,,FAIR,,,,,,,L,,,UNSWIMMABLE,EUTROPHIC
2010290,4/26/2021,NLA17_MO-HP010,20-Jun-17,1,NLA,MO,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,,,,,,N,,MODERATE,SPARSE,SPARSE,,,,,,,,LOW,RESTRICTED,ARTIFICIAL,4,,RARE,,EXTENSIVE,SPARSE,SPARSE,RARE,SPARSE,,L,M,,L,,L,EXCELLENT,,,,L,,,L,,,GOOD,MESOTROPHIC
2010291,4/26/2021,NLA17_MI-10014,20-Jun-17,1,NLA,MI,ASSESS,,,,,,,,,5,EXCELLENT,,DRAINAGE,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,BANNED,,5,,,,EXTENSIVE,,,SPARSE,RARE,,,,,,,,FAIR,,,,,,,,,,UNSWIMMABLE,MESOTROPHIC
2010292,4/26/2021,NLA17_KS-10025,20-Jun-17,1,NLA,KS,ASSESS,,,,,,,,,2,POOR,Y,RESERVOIR,,,,,,,,,Y,0.4,SPARSE,RARE,RARE,,,,M,,,,LOW,,ARTIFICIAL,3,RARE,RARE,RARE,MODERATE,RARE,SPARSE,MODERATE,RARE,L,,,,,,L,POOR,,,,,,,M,,,UNSWIMMABLE,EUTROPHIC
2010293,4/26/2021,NLA17_SD-10005,20-Jun-17,1,NLA,SD,ASSESS,,M,,L,,M,,,5,GOOD,,DRAINAGE,,,,,,,,,N,,MODERATE,RARE,SPARSE,M,,,L,,,,LOW,,NONE,4,MODERATE,RARE,SPARSE,SPARSE,EXTENSIVE,SPARSE,EXTENSIVE,MODERATE,L,,,,,,L,EXCELLENT,L,L,,M,,M,L,,,GOOD,HYPEREUTROPHIC
2010294,4/26/2021,NLA17_ND-10007,20-Jun-17,1,NLA,ND,ASSESS,,L,,L,,H,,,4,GOOD,N,DRAINAGE,,,,,,,,,N,,MODERATE,SPARSE,MODERATE,M,,M,,,,,HIGH,NONE,NONE,3,SPARSE,SPARSE,SPARSE,SPARSE,MODERATE,SPARSE,SPARSE,SPARSE,L,,L,L,,,L,GOOD,,M,,M,L,M,M,,,FAIR,EUTROPHIC
2010295,4/26/2021,NLA17_GA-10005,20-Jun-17,1,NLA,GA,ASSESS,,,,,,,,,4,GOOD,,DRAINAGE,,,,,,,,,N,,SPARSE,SPARSE,SPARSE,M,,,,,,,LOW,,ARTIFICIAL,3,RARE,SPARSE,RARE,RARE,EXTENSIVE,SPARSE,SPARSE,RARE,,,L,,,L,,EXCELLENT,,,,H,,L,M,,,FAIR,EUTROPHIC
2010296,4/26/2021,NLA17_CA-10010,20-Jun-17,1,NLA,CA,ASSESS,,,,,,,,,5,EXCELLENT,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,RARE,,,,,,,,,,ARTIFICIAL,5,,SPARSE,RARE,EXTENSIVE,RARE,RARE,SPARSE,,,,,,L,,,POOR,,,,,,L,,,,GOOD,MESOTROPHIC
2010297,4/26/2021,NLA17_VA-10004,20-Jun-17,1,NLA,VA,ASSESS,,,,,,,,,4,GOOD,,RESERVOIR,,,,M,,,,,,,SPARSE,SPARSE,SPARSE,L,,,,,,,,BANNED,ARTIFICIAL,3,,RARE,RARE,EXTENSIVE,RARE,RARE,RARE,SPARSE,,,,,,,L,EXCELLENT,,,,L,,L,L,,,GOOD,MESOTROPHIC
2010298,4/26/2021,NLA17_VA-10006,20-Jun-17,1,NLA,VA,ASSESS,,L,,,,,,,3,FAIR,,RESERVOIR,,,,M,,,,,N,,SPARSE,SPARSE,SPARSE,M,,M,,,,,,BANNED,ARTIFICIAL,2,,RARE,SPARSE,MODERATE,MODERATE,SPARSE,RARE,RARE,L,,,,,,L,GOOD,,L,,M,,M,M,,,GOOD,MESOTROPHIC
2010299,4/26/2021,NLA17_IA-10003,20-Jun-17,1,NLA,IA,ASSESS,,H,,L,,L,,,3,FAIR,,RESERVOIR,,,,,,,,,N,,SPARSE,RARE,SPARSE,L,,M,,,,,LOW,RESTRICTED,ARTIFICIAL,2,RARE,SPARSE,RARE,MODERATE,MODERATE,SPARSE,MODERATE,RARE,L,,,L,,,L,GOOD,L,,,,L,,L,,,UNSWIMMABLE,EUTROPHIC
2010300,4/26/2021,NLA17_OK-10007,19-Jun-17,1,NLA,OK,ASSESS,,,,,,,,L,4,GOOD,,RESERVOIR,,,,,,,,,Y,0.3,SPARSE,RARE,RARE,H,,M,L,,,,HIGH,,ARTIFICIAL,4,RARE,SPARSE,RARE,MODERATE,MODERATE,SPARSE,MODERATE,EXTENSIVE,,,M,M,,,L,EXCELLENT,,,,L,L,,L,,,GOOD,EUTROPHIC
2010301,4/26/2021,NLA17_OK-10013,20-Jun-17,1,NLA,OK,ASSESS,,,,H,,H,,,4,FAIR,,RESERVOIR,,,,,,,,,N,,HIGH,MODERATE,MODERATE,,,,,,,,LOW,,ARTIFICIAL,1,RARE,MODERATE,RARE,RARE,EXTENSIVE,SPARSE,RARE,SPARSE,,,,,,,L,POOR,,,L,,L,M,L,,,UNSWIMMABLE,HYPEREUTROPHIC
