SITE_ID,VISIT_NO,DATE_COL,COMMENT_ORIGIN,LkArea_km2,L_LkAreakm2,ELEV_use,L_ELEV_use,LkPerim_km,L_LkPerimkm,DpthMx_use,L_DpthMx_use,HORIZDD_use,VERTDD_use
NLA17_NE-10073,1,7/13/2017,NA,0.4132001,-0.383839582,1187,3.074450719,4.476569,0.650945283,1.8,0.255272505,0,NA
NLA17_NE-HP004,1,6/15/2017,Set ORIGIN17 to MAN-MADE,6.172866,0.790486849,1220.42,3.086509316,27.78174,1.443759443,9.2,0.963787827,0,NA
NLA17_NE-HP005,1,6/14/2017,Set ORIGIN17 to NATURAL,0.1178301,-0.928743754,895.51,2.95207044,2.248274,0.351849238,3.3,0.51851394,0,NA
NLA17_NH-10001,1,7/27/2017,NA,0.1201846,-0.920151178,126,2.100370545,1.615126,0.208206408,4.5,0.653212514,0,0
NLA17_NH-10001,2,9/12/2017,NA,0.1201846,-0.920151178,126,2.100370545,1.615126,0.208206408,4.5,0.653212514,0.23,0.1
NLA17_NH-10002,1,8/7/2017,NA,0.1310744,-0.882482122,444,2.64738297,1.502314,0.176760714,3,0.477121255,0,0
NLA17_NH-10003,1,9/19/2017,NA,16.69502,1.222586944,146,2.164352856,43.11862,1.634664853,48.5,1.685741739,0,0
NLA17_NH-10004,1,7/12/2017,NA,0.5336929,-0.272708575,270,2.431363764,3.016796,0.479545944,3.2,0.505149978,0,NA
NLA17_NH-10006,1,8/2/2017,"Crew notes calls site an impounded river; GE shows 13 m side pond basin; wikipedia says The brook flows north past extensive sand and gravel excavations to Conway, where it enters Pequawket Pond, a natural pond that has been enlarged by an impoundment",0.475243835,-0.323083508,139,2.1430148,9.118677132,0.959931839,13.5,1.130333769,0,0
NLA17_NH-10052,1,7/19/2017,NA,0.341074,-0.467151386,186,2.269512944,2.681282,0.428342493,2.5,0.397940009,0,0
NLA17_NH-10052,2,9/14/2017,NA,0.341074,-0.467151386,186,2.269512944,2.681282,0.428342493,2.6,0.414973348,0,0
NLA17_NH-10058,1,8/16/2017,NA,0.163694762,-0.785965218,49,1.69019608,1.640230873,0.214904982,2.3,0.361727836,0,0
NLA17_NH-10059,1,6/27/2017,"dry wetland on GE, no lake on TOPO",0.126461394,-0.898042035,229,2.359835482,1.803639411,0.256149716,1.75,0.243038049,0,NA
NLA17_NH-10063,1,6/29/2017,NA,0.201103754,-0.696579822,341,2.532754379,1.980872401,0.296856501,8,0.903089987,0,NA
NLA17_NH-10066,1,8/30/2017,NA,0.327468836,-0.484830024,247,2.392696953,3.435652685,0.536009254,11.1,1.045322979,0,0
NLA17_NH-10067,1,8/23/2017,NA,0.673546533,-0.171632395,130,2.113943352,6.240135595,0.795194027,6.3,0.79934055,0,0
NLA17_NH-10530,1,8/17/2017,very natural looking lake,0.15508825,-0.809421105,316,2.499687083,2.881072985,0.45955426,8.9,0.949390007,0,NA
NLA17_NH-10891,1,8/8/2017,very natural looking lake in Whilte Lake State Park,0.485873581,-0.313476715,134,2.127104798,2.784732737,0.44478352,14.2,1.152288344,0,NA
NLA17_NH-10917,1,6/28/2017,"natural looking, might be some kind of flow control structure on outlet but don't see this as an impoundment",0.398581281,-0.399483102,664,2.822168079,4.226277383,0.625957998,2,0.301029996,0,0
NLA17_NH-10999,1,7/27/2017,"Natural, HW of Connecticut R.",0.918750972,-0.036802189,666,2.823474229,5.4805539660000004,0.738824459,30.1,1.478566496,0,NA
NLA17_NJ-10001,1,6/12/2017,NA,0.2272408,-0.64351369,175,2.243038049,2.950436,0.469886199,3.2,0.505149978,0,0
NLA17_NJ-10001,2,8/10/2017,NA,0.2272408,-0.64351369,175,2.243038049,2.950436,0.469886199,3,0.477121255,0,0
NLA17_NJ-10002,1,7/5/2017,NA,0.6532853,-0.184897114,238,2.376576957,5.103482,0.707866587,2,0.301029996,0,0
NLA17_NJ-10003,1,6/19/2017,NA,0.3714026,-0.43015506,15,1.1760912590000001,8.284683,0.918275896,3.9,0.591064607,0,0
NLA17_NJ-10004,1,6/22/2017,NA,0.118688,-0.925593188,9,0.954242509,1.98397,0.297535101,2,0.301029996,0,0
NLA17_NJ-10004,2,9/6/2017,NA,0.118688,-0.925593188,9,0.954242509,1.98397,0.297535101,1.7,0.230448921,0,0
NLA17_NJ-10005,1,9/20/2017,NA,0.2869745,-0.542156692,21,1.322219295,7.516466,0.876013697,2,0.301029996,0,0
NLA17_NJ-10006,1,9/26/2017,R&V in NJ - looks very natural - ref site (one house on it),0.09501911,-1.022189042,362,2.558708571,2.128331,0.328039171,3.8,0.579783597,0,0
NLA17_NJ-10008,1,7/12/2017,NA,0.04626742,-1.334724717,1,0,1.59835,0.203671885,1.1,0.041392685,0,NA
NLA17_NJ-10009,1,9/12/2017,"natural wetland looking on NJ ridge but multiple sources indicate a ""Lake Success Dam"", crew says lake level controlled by beaver dam, eastern basin is a wetland only a lake in western basin because of beaver dam",0.07233828,-1.140631822,411,2.613841822,1.568457,0.195472617,1.1,0.041392685,0,0
NLA17_NJ-10010,1,8/8/2017,NA,0.03396095,-1.46902017,9,0.954242509,0.71501,-0.145687884,2.1,0.322219295,0,0
NLA17_NJ-10023,1,7/24/2017,NA,1.615791,0.208385185,115,2.06069784,6.638656,0.822080165,5,0.698970004,0,0
NLA17_NJ-10025,1,7/26/2017,"Small pond in wooded residential area, natural on GE but crew notes dam and outlet structure in PHAB comments",0.02787945,-1.554715798,303,2.481442629,0.7330619,-0.134859352,2.4,0.380211242,0,0
NLA17_NM-10001,1,6/20/2017,Clear reservoir with big vertical dam,0.4080007,-0.389339092,1916,3.282395505,4.043801,0.606789775,25,1.397940009,0.43,0.2
NLA17_NM-10002,1,6/19/2017,NA,3.258984,0.513082228,2060,3.31386722,7.492452,0.874623969,4.1,0.612783857,33.1,0.6
NLA17_NM-10003,1,6/16/2017,NA,4.374939,0.640972002,2012,3.303627976,9.298367,0.968406684,7.5,0.875061263,26.6,1
NLA17_NM-10003,2,7/12/2017,NA,4.374939,0.640972002,2012,3.303627976,9.298367,0.968406684,7,0.84509804,45.8,1.3
NLA17_NM-10004,1,6/15/2017,Appears to be natural.  Has gone dry in the past.,0.2520015,-0.598596874,2038,3.30920418,2.103981,0.323041814,2.3,0.361727836,1.36,0.5
NLA17_NM-10004,2,7/11/2017,Appears to be natural.  Has gone dry in the past.,0.2520015,-0.598596874,2038,3.30920418,2.103981,0.323041814,2.2,0.342422681,14.1,0.3
NLA17_NM-10005,1,6/26/2017,Crew notes say reservoir and dam,0.153952,-0.812614665,2290,3.359835482,2.223609,0.347058423,8.1,0.908485019,0,0
NLA17_NM-10006,1,6/27/2017,NA,0.03570067,-1.447323633,3307,3.519434195,0.8339461,-0.078862018,3.6,0.556302501,0,0
NLA17_NM-10022,1,6/18/2017,NA,3.67442,0.565188796,1868,3.271376872,10.85701,1.035710238,5.3,0.72427587,25.7,0.82
NLA17_NM-10024,1,7/14/2017,By name,0.2985756,-0.524945686,1812,3.258158193,5.680133,0.754358505,13.9,1.1430148,0.28,0.1
NLA17_NM-10025,1,6/22/2017,"Crew says reservoir, chain of reservoir ponds, GE looks artificial",0.02239607,-1.649828184,2843,3.45377686,0.5925467,-0.227277416,5.5,0.74036269,0,0
NLA17_NM-10037,1,6/29/2017,BY name,0.1446221,-0.839765337,2869,3.457730548,1.509859,0.178936392,3.1,0.491361694,23.1,1
NLA17_NM-10041,1,6/23/2017,Difficult to tell from imagery and topo if reservoir or not.  Coordinates actually fall in Red Lake.,1.60177,0.204600155,2137,3.329804522,6.983071,0.844046458,3.1,0.491361694,10.17,0.3
NLA17_NM-10044,1,6/25/2017,"Clear reservoir dam and spillway on GE, crew confirms",0.2766773,-0.558026471,1840,3.264817823,2.826553,0.451257133,7,0.84509804,0,0
NLA17_NM-10049,1,7/13/2017,By name,19.18982,1.283070901,2182,3.338854746,56.33599,1.750785931,12.8,1.10720997,263.8,5
NLA17_NV-10002,1,6/6/2017,Named reservoir; pretty clearly a dammed impoundment on GE,0.7228422,-0.140956501,1575,3.197280558,5.820397,0.764952608,1.8,0.255272505,0,NA
NLA17_NV-10002,2,6/28/2017,Named reservoir; pretty clearly a dammed impoundment on GE,0.7228422,-0.140956501,1575,3.197280558,5.820397,0.764952608,2,0.301029996,0,NA
NLA17_NV-10003,1,6/19/2017,NA,2.333338,0.367977654,1646,3.216429831,11.22509,1.050189832,8.6,0.934498451,11.7,1.2
NLA17_NV-10006,1,6/5/2017,NA,0.05804787,-1.236213712,2255,3.353146546,1.211973,0.083492945,5.7,0.755874856,0,NA
NLA17_NV-10006,2,6/26/2017,NA,0.05804787,-1.236213712,2255,3.353146546,1.211973,0.083492945,5.1,0.707570176,0,NA
NLA17_NV-10016,1,6/7/2017,NA,0.2350032,-0.628926224,1604,3.205204364,3.751119,0.574160842,2.6,0.414973348,0,NA
NLA17_NV-10017,1,6/14/2017,NA,45.66923,1.659623689,1260,3.100370545,160.5151,2.205515894,8.2,0.913813852,0,NA
NLA17_NV-10018,1,5/30/2017,Man-made ponds in Urban Reno-Sparks,0.07933418,-1.100539663,1353,3.131297797,1.548572,0.189931402,4.2,0.62324929,0,NA
NLA17_NV-10036,1,5/31/2017,"Residential community pond in Reno, not natural looking",0.02288759,-1.640399935,1371,3.137037455,1.51538,0.180521551,2.9,0.462397998,0,NA
NLA17_NV-10079,1,6/13/2017,Catnip Reservoir on GE and GNIS - clear impountment,0.2942805,-0.531238515,1765,3.24674471,2.222892,0.346918363,1.6,0.204119983,0,NA
NLA17_NV-10090,1,6/20/2017,By name,8.978274,0.953192855,1892,3.276921132,32.01057,1.505293408,16,1.204119983,0,NA
NLA17_NV-10124,1,6/9/2017,Residential seepage pond in Las Vegas; cant be natural; CREW:A PARK POND WITH EASTER ISLAND HEAD ON ISLAND.  ARTIFICIALLY MADE SEEPAGE THAT IS WELL FED.  Concrete lined,0.02415007,-1.617081606,614,2.788168371,0.627104,-0.202660429,2.9,0.462397998,0,NA
NLA17_NV-10225,1,6/21/2017,NA,0.04826133,-1.316400714,2554,3.407220893,0.8318697,-0.079944694,8,0.903089987,0,NA
NLA17_NV-10239,1,6/8/2017,"On Muddy River Floodplain near head of Overton Arm of Lake Mead, CREW: CENTER POND IS LOCATED WITHIN THE OVERTON WILDLIFE MANAGEMENT AREA, noted outflow culvert; WMA plan indicates ponds are managed and filled with river water from diversion canal, hard to believe pond was natural with 4"" rain a year without diversion.",0.1091071,-0.962146987,366,2.563481085,1.516131,0.180736728,1.2,0.079181246,0,NA
NLA17_NV-10242,1,6/1/2017,Big Saline Lake in NV (Walker),143.7843,2.157711467,1206,3.081347308,55.39909,1.743502631,16,1.204119983,176.7777778,3
NLA17_NV-10243,1,6/27/2017,Not clear impoundment on GE but is reservoir by GNIS and crew,0.1155032,-0.937405984,1992,3.299289334,1.64533,0.216253017,2.7,0.431363764,0,NA
NLA17_NV-HP001,1,9/20/2017,Mountain lake in lake rich area of Ruby Mountains; remote hike in,0.04379875,-1.358538284,2968.96,3.472604347,0.8270842,-0.082450276,4.1,0.612783857,0,NA
NLA17_NY-10001,1,8/23/2017,NA,45.6491,1.65943222,217,2.336459734,91.32945,1.960610842,50,1.698970004,0,NA
NLA17_NY-10001,2,9/10/2017,NA,45.6491,1.65943222,217,2.336459734,91.32945,1.960610842,50,1.698970004,0,NA
NLA17_NY-10002,1,9/8/2017,NA,16.83027,1.226091083,495,2.694605199,78.15538,1.892958879,10.1,1.004321374,0,NA
NLA17_NY-10003,1,8/13/2017,NA,0.04458109,-1.350849317,576,2.760422483,0.9902884,-0.004238308,4.2,0.62324929,0,NA
NLA17_NY-10003,2,9/6/2017,NA,0.04458109,-1.350849317,576,2.760422483,0.9902884,-0.004238308,4.7,0.672097858,0,NA
NLA17_NY-10004,1,9/7/2017,NA,0.1571472,-0.803693353,504,2.702430536,2.006578,0.302456046,6,0.77815125,0,NA
NLA17_NY-10005,1,8/29/2017,NA,0.03061326,-1.51409042,404,2.606381365,0.7395302,-0.131044086,7.1,0.851258349,0,NA
NLA17_NY-10007,1,8/24/2017,Small seepage pond,0.1493185,-0.825886381,295,2.469822016,1.661732,0.220560983,2.4,0.380211242,0,NA
NLA17_NY-10014,1,8/30/2017,NA,0.1683148,-0.773877695,528,2.722633923,3.591859,0.55531928,4.5,0.653212514,NA,NA
NLA17_NY-10016,1,8/31/2017,NA,0.2270031,-0.643968212,421,2.624282096,2.461904,0.391271114,22,1.342422681,0,NA
NLA17_NY-10017,1,9/4/2017,NA,0.09380315,-1.027782577,742,2.870403905,1.848164,0.266740507,11.2,1.0492180230000001,0,NA
NLA17_NY-10018,1,8/25/2017,"Looks like dam on google earth, crew notes a spillway",0.01441128,-1.841297444,115,2.06069784,0.854064,-0.068509584,2,0.301029996,0,NA
NLA17_NY-10025,1,9/10/2017,Well known Finger Lake why did crew check reservoir??,34.90157,1.542844964,262,2.418301291,53.32042,1.726893562,50,1.698970004,0,NA
NLA17_NY-HP001,1,8/27/2017,"Adirondack lake with only boy scout camp on it.  20 m deep and didn't see any 20 m high dams, did look like small earthen barrier at outlet",0.1664059,-0.77883128,279.34,2.446133129,2.175526,0.337564278,19.6,1.292256071,0,NA
NLA17_NY-HP003,1,9/1/2017,Chain area of Adirondack lakes - no dams,1.405355,0.147786043,488.29,2.68867783,12.75527,1.105689656,14.9,1.173186268,NA,NA
NLA17_OH-10001,1,6/14/2017,NA,3.916293,0.592875176,277,2.442479769,30.26232,1.480902219,3.3,0.51851394,0,NA
NLA17_OH-10001,2,9/5/2017,NA,3.916293,0.592875176,277,2.442479769,30.26232,1.480902219,3.3,0.51851394,0,NA
NLA17_OH-10002,1,7/12/2017,NA,0.8071894,-0.09302455,253,2.403120521,11.27852,1.052252114,5.6,0.748188027,0,NA
NLA17_OH-10003,1,7/27/2017,NA,0.6508673,-0.186507547,211,2.324282455,9.755375,0.989243969,12.4,1.093421685,0,NA
NLA17_OH-10003,2,9/13/2017,NA,0.6508673,-0.186507547,211,2.324282455,9.755375,0.989243969,11.4,1.056904851,0,NA
NLA17_OH-10005,1,7/24/2017,NA,0.477416,-0.32110303,249,2.396199347,5.812218,0.764341895,8,0.903089987,0,NA
NLA17_OH-10007,1,7/13/2017,NA,0.4662169,-0.331411988,231,2.36361198,2.677414,0.42771553,9.7,0.986771734,0,NA
NLA17_OH-10008,1,8/2/2017,NA,0.07121802,-1.147410105,287,2.457881897,1.538259,0.187029465,4.6,0.662757832,0,NA
NLA17_OH-10009,1,8/3/2017,NA,0.1654456,-0.781344778,304,2.482873584,2.928979,0.466716258,1.3,0.113943352,0,NA
NLA17_OH-10013,1,9/14/2017,NA,0.3880583,-0.411103023,293,2.46686762,4.716626,0.673631441,1.6,0.204119983,0,NA
NLA17_OH-10016,1,6/1/2017,NA,0.01196706,-1.922012532,348,2.541579244,0.4489507,-0.347801347,4,0.602059991,0,NA
NLA17_OH-10023,1,7/31/2017,NA,0.1531624,-0.814847837,274,2.437750563,3.348016,0.524787525,3.3,0.51851394,0,NA
NLA17_OH-10024,1,7/20/2017,NA,0.2102137,-0.677338984,259,2.413299764,3.045429,0.483648479,2.5,0.397940009,NA,NA
NLA17_OH-10027,1,6/29/2017,NA,0.1622573,-0.789795755,378,2.5774918000000002,1.736732,0.239732806,2.5,0.397940009,NA,NA
NLA17_OH-10028,1,9/15/2017,Change HYDROTYPE to RESERVOIR.,0.1877899,-0.726327769,256,2.408239965,1.988474,0.298519917,9.7,0.986771734,0,NA
NLA17_OH-10029,1,8/1/2017,Change HYDROTYPE to RESERVOIR.,0.0125376,-1.90178559,288,2.459392488,0.4431479,-0.353451304,1.8,0.255272505,0,NA
NLA17_OH-10031,1,7/10/2017,NA,0.1690451,-0.771997413,331,2.519827994,2.27215,0.356436999,2.6,0.414973348,0,NA
NLA17_OH-10038,1,6/27/2017,NA,6.691912,0.825550221,272,2.434568904,54.53388,1.7366663979999999,6.1,0.785329835,0,NA
NLA17_OH-HP001,1,6/21/2017,"Adjacent to Lake Rockwell at same elevaton, an impoundment; city of Akron water supply, restricted access, city and park website say it'a a natural kettle pond",0.462056,-0.335305386,321.09,2.50662678,4.292079,0.632667707,19.4,1.28780173,0,0
NLA17_OK-10001,1,6/7/2017,NA,5.33124,0.726828234,281,2.44870632,26.92222,1.430110869,10.39,1.016615548,0,NA
NLA17_OK-10001,2,9/6/2017,NA,5.33124,0.726828234,281,2.44870632,26.92222,1.430110869,11.4,1.056904851,0,0
NLA17_OK-10002,1,8/1/2017,NA,101.3604,2.005868316,220,2.342422681,455.2372,2.658237744,16.2,1.209515015,0,NA
NLA17_OK-10003,1,8/9/2017,NA,6.371499,0.804241619,378,2.5774918000000002,11.38347,1.056274667,3.5,0.544068044,0,NA
NLA17_OK-10004,1,7/19/2017,NA,3.253718,0.51237991,266,2.424881637,25.52216,1.406917427,14.9,1.173186268,0,0
NLA17_OK-10005,1,6/27/2017,NA,0.1449196,-0.838872873,353,2.547774705,3.049529,0.484232768,4.1,0.612783857,0,0
NLA17_OK-10006,1,8/15/2017,NA,0.2862623,-0.543235844,418,2.621176282,3.906339,0.59176993,2,0.301029996,0,NA
NLA17_OK-10007,1,6/19/2017,NA,32.54786,1.512522439,492,2.691965103,57.04807,1.756240956,7.5,0.875061263,0,NA
NLA17_OK-10008,1,7/17/2017,NA,1.034517,0.014737632,230,2.361727836,10.05283,1.002288338,6.5,0.812913357,0,NA
NLA17_OK-10009,1,6/26/2017,NA,1.607371,0.206116129,245,2.389166084,13.29749,1.123769672,8.8,0.944482672,0,0
NLA17_OK-10010,1,7/18/2017,NA,1.776573,0.249583058,255,2.40654018,13.50645,1.130541215,3.5,0.544068044,0,0
NLA17_OK-10011,1,6/13/2017,NA,1.415132,0.150796952,497,2.696356389,12.45808,1.095451115,2.8,0.447158031,0,NA
NLA17_OK-10012,1,7/31/2017,NA,0.06682644,-1.175051674,309,2.489958479,0.988138,-0.005182399,3.8,0.579783597,0,0
NLA17_OK-10012,2,9/13/2017,NA,0.06682644,-1.175051674,309,2.489958479,0.988138,-0.005182399,3.7,0.568201724,0,NA
NLA17_OK-10013,1,6/20/2017,NA,0.101301,-0.994386267,552,2.741939078,1.380325,0.139981354,3.4,0.531478917,NA,NA
NLA17_OK-10014,1,8/29/2017,NA,0.0512374,-1.290412916,212,2.326335861,0.9176731,-0.037311999,5.9,0.770852012,0,NA
NLA17_OK-10015,1,7/11/2017,oxbow linked to Kerr Reservoir - defer to previous OK state call,1.755529,0.244408008,140,2.146128036,14.82864,1.171101322,1.97,0.294466226,0,0
NLA17_OK-10019,1,9/11/2017,Imagery calls it Uncle John Creek Site 12 Reservoir,0.06988175,-1.155636228,352,2.546542664,1.259835,0.10031367,1.2,0.079181246,7.67,0.73
NLA17_OK-10021,1,6/27/2017,NA,0.01756904,-1.755251968,372,2.57054294,0.870639,-0.060161883,3.99,0.600972896,0,0
NLA17_OK-10022,1,8/7/2017,NA,0.01459667,-1.83574621,172,2.235528447,0.675218,-0.170555989,2,0.301029996,0,0
NLA17_OK-10033,1,6/29/2017,NA,2.857856,0.456040342,235,2.371067862,23.15549,1.364653976,10.5,1.021189299,0,0
NLA17_OK-10035,1,6/28/2017,NA,42.12858,1.624576821,217,2.336459734,292.948,2.466790537,15.6,1.193124598,0,0
NLA17_OK-10045,1,9/7/2017,NA,0.1254565,-0.901506833,220,2.342422681,1.955703,0.291302902,5.5,0.74036269,0,0
NLA17_OK-10050,1,7/18/2017,NA,0.01188459,-1.925015796,292,2.465382851,0.676924,-0.169460088,2.2,0.342422681,0,0
NLA17_OK-10055,1,9/6/2017,NA,0.1274475,-0.894668679,362,2.558708571,3.171331,0.501241573,8.8,0.944482672,3.2,0.5
NLA17_OK-10066,1,7/17/2017,NA,0.02164225,-1.664697591,242,2.383815366,0.5837374,-0.233782481,2.1,0.322219295,0,0
NLA17_OK-10082,1,8/8/2017,NA,0.222395,-0.652874981,239,2.378397901,2.616673,0.417749453,4.6,0.662757832,0,0
NLA17_OK-10083,1,8/16/2017,NA,0.01702816,-1.768832278,400,2.602059991,1.16667,0.066948031,13.2,1.120573931,0,NA
NLA17_OK-10085,1,7/10/2017,"Oxbow/side channel or Arkansas R.; has road cut as ""dam"" now at head but was probably an oxbow lake of some kind historically; USGS GNIS calls it CHANNEL",0.3153495,-0.501207853,121,2.08278537,6.978224,0.843744906,2.6,0.414973348,0,0
NLA17_OK-10086,1,6/21/2017,NA,0.01587529,-1.799278333,367,2.564666064,0.5579116,-0.253434609,2.7,0.431363764,0,NA
NLA17_OK-10087,1,8/29/2017,NA,0.02793829,-1.553800179,141,2.149219113,0.7379034,-0.132000489,1.3,0.113943352,0,NA
NLA17_OK-10089,1,8/28/2017,NA,0.225844,-0.646191443,122,2.086359831,2.356351,0.372239983,1.3,0.113943352,0,NA
NLA17_OK-10095,1,8/22/2017,NA,0.2292119,-0.639762839,244,2.387389826,2.587255,0.412839235,2.5,0.397940009,0,0
NLA17_OK-10097,1,9/25/2017,NA,0.01730511,-1.761825636,250,2.397940009,0.7455653,-0.127514313,1.9,0.278753601,0,0
NLA17_OK-10098,1,9/11/2017,NA,0.01545086,-1.811047343,389,2.589949601,0.656071,-0.183049159,2.5,0.397940009,0,0
NLA17_OK-HP001,1,6/21/2017,Set ORIGIN17 to MAN-MADE,0.6357875,-0.196688015,1314.36,3.118714334,4.611049,0.663799737,3.5,0.544068044,28.24,1
NLA17_OK-HP002,1,6/11/2017,Set ORIGIN17 to MAN-MADE,4.494697,0.65270042,223.74,2.349743634,40.64368,1.608993023,14,1.146128036,19.72,2.1
NLA17_OK-HP004,1,9/29/2017,NA,0.01977553,-1.703871868,418.62,2.621819973,0.726071,-0.139020909,3.5,0.544068044,0,0
NLA17_OR-10001,1,9/14/2017,Shallow Playa lake feed from Steens Mt.,0.8983692,-0.046545146,1272,3.104487111,3.884896,0.589379397,1.2,0.079181246,20.88,0.2
NLA17_OR-10002,1,7/11/2017,NA,0.9725494,-0.01208833,1655,3.218797998,9.99723,0.999879684,4,0.602059991,0,NA
NLA17_OR-10002,2,8/2/2017,NA,0.9725494,-0.01208833,1655,3.218797998,9.99723,0.999879684,3.4,0.531478917,0,NA
NLA17_OR-10003,1,7/11/2017,By name,7.167881,0.855390787,1019,3.008174184,14.75749,1.169012498,11.7,1.068185862,23.28,1.5
NLA17_OR-10004,1,8/2/2017,Oregon Reservoir; clear dam and spillway on GE,2.564947,0.409078396,684,2.835056102,16.84671,1.2265151,33,1.51851394,27.44444444,3.3
NLA17_OR-10005,1,9/25/2017,NA,24.43702,1.388048244,1651,3.217747073,35.51066,1.550358744,36.5,1.562292865,3.514285714,0.557142857
NLA17_OR-10006,1,8/29/2017,By name,9.11818,0.959908161,1241,3.093771782,25.12406,1.400089822,10.1,1.004321374,128.7888889,4.9
NLA17_OR-10007,1,7/20/2017,NA,0.144841,-0.839108485,68,1.832508913,1.894197,0.277425144,15,1.1760912590000001,0,NA
NLA17_OR-10008,1,6/28/2017,"Philomath Scout Lodge, no dams but would guess it's not natural but something may have been there in past",0.3904864,-0.408394087,88,1.944482672,3.962037,0.597918527,1.8,0.255272505,NA,NA
NLA17_OR-10008,2,8/22/2017,"Philomath Scout Lodge, no dams but would guess it's not natural but something may have been there in past",0.3904864,-0.408394087,88,1.944482672,3.962037,0.597918527,1.2,0.079181246,11.25,0.2
NLA17_OR-10009,1,7/13/2017,By name,2.023923,0.306193986,1026,3.011147361,10.92331,1.038354259,14.5,1.161368002,8.55,0.8
NLA17_OR-10010,1,8/2/2017,"Clear reservoir/dam/spillway, part of Talent irrigation district",0.04404309,-1.356122219,1343,3.128076013,1.074843,0.031345032,10.3,1.012837225,0,NA
NLA17_OR-10011,1,7/10/2017,NA,0.05781103,-1.237989293,1302,3.114610984,1.319754,0.120492987,6.8,0.832508913,0,NA
NLA17_OR-10012,1,7/18/2017,NA,0.1343489,-0.871765885,19,1.278753601,3.35622,0.525850421,8.7,0.939519253,0,NA
NLA17_OR-10013,1,6/29/2017,Looks natural on GE,0.02823431,-1.549222821,1240,3.093421685,0.7203436,-0.142460298,2.7,0.431363764,0,0
NLA17_OR-10014,1,9/18/2017,NA,0.01981483,-1.703009649,1669,3.222456337,0.5235221,-0.28106498,1,0,3.33,0.4
NLA17_OR-10021,1,7/31/2017,"GE shows remote natural seepage, hike in very low COND ref lake",0.01165142,-1.933621142,1670,3.222716471,0.601607,-0.220687119,18.2,1.260071388,0,NA
NLA17_OR-10024,1,7/27/2017,"GE shows remote natural seepage, hike in very low COND ref lake",0.04787467,-1.319894207,1796,3.254306332,0.927143,-0.032853276,8.5,0.929418926,0,NA
NLA17_OR-10029,1,8/29/2017,"Remote Wallowas Wilderness Area - Dam on TOPO, GE seems like impounded, 20 m deep, 13 m secchi, Didn't see dam that big; prob natural to start;  USGS GNIS says Lake and Dam",0.1235263,-0.908240567,2270,3.356025857,1.63293,0.212967568,20.2,1.305351369,3.35,1.36
NLA17_OR-10037,1,8/8/2017,NA,0.06465989,-1.189365039,1621,3.209783015,1.677101,0.224559218,4.8,0.681241237,3.214285714,0.3
NLA17_OR-10051,1,8/14/2017,Clear reservoir dam and shape on GE in Blue Mts.,0.1085693,-0.964292962,1075,3.031408464,1.434856,0.156808318,2.4,0.380211242,94.36666667,6.888888889
NLA17_OR-10052,1,6/26/2017,"OR Coast Range lake, looks impounded by shape - managed by City of Clatskanie; USGS GNIS says Lake",0.02538131,-1.595485967,235,2.371067862,0.911217,-0.040378186,11.6,1.064457989,0,0
NLA17_OR-10060,1,7/12/2017,Oregon Reservoir on Owyhee R.,46.57218,1.668126567,810,2.908485019,211.1289,2.324547685,36.2,1.558708571,0,NA
NLA17_OR-10063,1,7/18/2017,"GE shows remote natural seepage, hike in very low COND ref lake",0.06015794,-1.220707044,1641,3.215108581,0.9560353,-0.019526072,4.3,0.633468456,0,NA
NLA17_OR-10076,1,9/12/2017,Natural alpine drainage lake - REFERENCE SITE,0.06992772,-1.155350632,2570,3.409933123,1.035853,0.015298128,40,1.602059991,0,NA
NLA17_OR-10078,1,8/10/2017,"Seems like natural seepage lake on GE, TOPO and crew",0.4486173,-0.348123983,1368,3.136086097,3.607892,0.557253529,5.1,0.707570176,8.125,0.5
NLA17_OR-10079,1,7/20/2017,"GE shows remote  seepage, hike in very low COND ref lake",0.02440123,-1.612588281,1424,3.153509989,0.5965843,-0.22432818,6.6,0.819543936,0,NA
NLA17_OR-10086,1,9/26/2017,NA,0.2772972,-0.557054516,1612,3.207365038,2.321687,0.36580367,3,0.477121255,NA,NA
NLA17_OR-10088,1,8/29/2017,"Hard call, seepage pond on GE, TOPO, somewhat artificial looking, ODFW stocks it but calls it a Pond; USGS GNIS says Lake",0.03853345,-1.414162106,1021,3.009025742,0.8677792,-0.061590764,6.7,0.826074803,0,NA
NLA17_OR-10093,1,8/8/2017,"crew: small pond in county park; looks very artificial, timber log pond; dam on topo",0.07451047,-1.127782697,85,1.929418926,1.207551,0.081905482,2,0.301029996,0.62,0.4
NLA17_OR-10099,1,8/1/2017,"GE shows remote  seepage, hike in very low COND ref lake",0.05656667,-1.247439387,1575,3.197280558,1.004918,0.002130625,15.1,1.178976947,0,NA
NLA17_OR-10102,1,7/25/2017,"GE shows natural lake, didn't see outlet, bushwhack in very low COND ref lake",0.01687057,-1.772870244,1680,3.225309282,0.779372,-0.108255201,6.1,0.785329835,0,NA
NLA17_OR-10106,1,8/9/2017,NA,0.2091094,-0.679626444,1493,3.174059808,1.886148,0.275575767,7.1,0.851258349,0,NA
NLA17_OR-10108,1,8/15/2017,Very remote headwater drainage lake in Malheur NF - Blue Mts,0.04008555,-1.397012153,2202,3.342817315,0.800496,-0.096640834,8.5,0.929418926,0,NA
